order_id,order_date,quantity,destination_region,rush_order,promised_lead_days,actual_lead_time_days
ORD-1081,2026-04-13,800,export,no,13,14
ORD-1082,2026-04-11,800,export,no,13,12
ORD-1083,2026-05-07,200,export,yes,8,8
ORD-1084,2026-05-05,150,east,no,5,5
ORD-1085,2026-05-05,300,export,yes,9,8
ORD-1086,2026-06-03,500,west,no,7,7
ORD-1087,2026-04-19,300,east,yes,4,3
ORD-1088,2026-04-11,300,east,yes,4,4
ORD-1089,2026-05-15,150,west,no,5,7
ORD-1090,2026-05-21,500,export,no,12,11
ORD-1091,2026-04-22,300,north,yes,4,6
ORD-1092,2026-04-12,50,south,no,5,4
ORD-1093,2026-06-17,500,west,no,7,6
ORD-1094,2026-04-12,300,export,yes,9,8
ORD-1095,2026-05-16,100,south,no,5,5
ORD-1096,2026-04-11,500,east,no,7,9
ORD-1097,2026-04-28,50,south,no,5,6
ORD-1098,2026-06-28,100,north,no,5,5
ORD-1099,2026-04-22,200,east,yes,4,3
ORD-1100,2026-04-19,800,south,yes,7,8
ORD-1101,2026-04-09,300,south,no,6,8
ORD-1102,2026-05-17,500,east,no,7,7
ORD-1103,2026-06-10,500,north,no,7,9
ORD-1104,2026-06-19,50,export,no,9,9
ORD-1105,2026-06-19,800,south,no,9,9
ORD-1106,2026-06-26,50,west,no,5,5
ORD-1107,2026-07-02,500,east,no,7,6
ORD-1108,2026-05-29,500,south,no,7,6
ORD-1109,2026-05-15,500,south,yes,5,7
ORD-1110,2026-04-20,200,export,no,10,11
ORD-1111,2026-04-12,800,north,yes,7,8
ORD-1112,2026-06-20,100,west,yes,3,3
ORD-1113,2026-06-13,100,export,no,10,9
ORD-1114,2026-04-12,50,north,no,5,6
ORD-1115,2026-04-30,500,east,yes,5,5
ORD-1116,2026-06-12,500,export,no,12,13
ORD-1117,2026-06-05,200,south,no,6,4
ORD-1118,2026-05-13,800,north,no,9,10
ORD-1119,2026-06-03,500,east,no,7,7
ORD-2000,2026-07-06,1000,south,no,10,
ORD-2001,2026-07-06,400,export,no,11,
ORD-2002,2026-07-06,1000,west,no,10,
ORD-2003,2026-07-09,400,north,no,7,
ORD-2004,2026-07-09,400,east,no,7,
ORD-2005,2026-07-08,200,east,no,6,
ORD-2006,2026-07-09,800,west,no,9,
ORD-2007,2026-07-09,800,north,no,9,
