timestamp,FCE-03_TEMP,FCE-03_VIB
2026-01-12 23:00,829.8,1.94
2026-01-13 00:00,826.1,1.70
2026-01-13 01:00,825.4,1.81
2026-01-13 02:00,831.6,1.97
2026-01-13 03:00,836.0,1.70
2026-01-13 04:00,840.9,1.69
2026-01-13 05:00,838.7,1.79
2026-01-13 06:00,847.4,1.77
2026-01-13 07:00,854.0,1.79
2026-01-13 08:00,858.5,2.15
2026-01-13 09:00,856.9,2.22
2026-01-13 10:00,862.7,1.98
2026-01-13 11:00,873.9,2.13
2026-01-13 12:00,870.8,2.23
2026-01-13 13:00,859.5,2.13
2026-01-13 14:00,861.7,1.93
2026-01-13 15:00,854.5,2.05
2026-01-13 16:00,859.1,2.02
2026-01-13 17:00,851.6,1.79
2026-01-13 18:00,844.5,1.74
2026-01-13 19:00,839.7,1.78
2026-01-13 20:00,838.9,1.70
2026-01-13 21:00,834.5,1.72
2026-01-13 22:00,832.4,1.88
2026-01-13 23:00,831.2,1.88
2026-01-14 00:00,824.2,1.78
2026-01-14 01:00,831.6,1.91
2026-01-14 02:00,826.8,1.85
2026-01-14 03:00,839.5,1.82
2026-01-14 04:00,838.7,1.90
2026-01-14 05:00,844.2,1.93
2026-01-14 06:00,848.3,1.87
2026-01-14 07:00,849.9,1.92
2026-01-14 08:00,861.4,2.01
2026-01-14 09:00,860.1,2.05
2026-01-14 10:00,866.3,2.07
2026-01-14 11:00,868.6,2.10
2026-01-14 12:00,862.3,2.25
2026-01-14 13:00,865.8,2.25
2026-01-14 14:00,867.3,2.14
2026-01-14 15:00,862.3,2.02
2026-01-14 16:00,861.4,2.14
2026-01-14 17:00,854.5,2.01
2026-01-14 18:00,845.3,1.86
2026-01-14 19:00,845.1,1.90
2026-01-14 20:00,839.4,1.74
2026-01-14 21:00,835.9,1.83
2026-01-14 22:00,828.6,1.90
2026-01-14 23:00,824.1,2.00
