timestamp,FCE3_VIB,CC1_VIB,IS2_VIB,PKG4_VIB
2026-07-15 00:00,1.09,1.28,1.11,1.19
2026-07-15 01:00,1.11,1.29,1.07,1.14
2026-07-15 02:00,1.16,1.29,1.19,1.1
2026-07-15 03:00,1.19,1.23,1.07,1.03
2026-07-15 04:00,1.19,1.29,1.23,1.18
2026-07-15 05:00,1.11,1.28,1.3,1.19
2026-07-15 06:00,1.1,1.2,1.26,1.3
2026-07-15 07:00,1.14,1.35,1.32,1.3
2026-07-15 08:00,1.16,1.38,1.22,1.16
2026-07-15 09:00,1.16,1.33,1.16,1.11
2026-07-15 10:00,1.12,1.26,1.31,1.21
2026-07-15 11:00,1.2,1.2,1.29,1.16
2026-07-15 12:00,1.37,1.31,1.28,1.11
2026-07-15 13:00,1.3,1.28,1.29,1.14
2026-07-15 14:00,1.28,1.31,1.28,1.16
2026-07-15 15:00,1.37,1.28,1.18,1.11
2026-07-15 16:00,1.41,1.32,1.26,1.13
2026-07-15 17:00,1.52,1.29,1.16,1.13
2026-07-15 18:00,1.49,1.34,1.16,0.97
2026-07-15 19:00,1.38,1.3,1.17,1.09
2026-07-15 20:00,1.28,1.35,1.2,1.08
2026-07-15 21:00,1.2,1.37,1.18,1.23
2026-07-15 22:00,1.3,1.33,1.16,1.15
2026-07-15 23:00,1.39,1.24,1.08,1.06
2026-07-16 00:00,1.23,1.17,1.12,1.21
2026-07-16 01:00,1.21,1.14,1.02,1.1
2026-07-16 02:00,1.23,1.1,1.01,1.1
2026-07-16 03:00,1.24,1.21,0.99,1.19
2026-07-16 04:00,1.24,1.22,1.05,1.18
2026-07-16 05:00,1.27,1.35,1.06,1.08
2026-07-16 06:00,1.41,1.49,1.11,1.15
2026-07-16 07:00,1.3,1.42,1.24,1.16
2026-07-16 08:00,1.32,1.26,1.19,1.29
2026-07-16 09:00,1.25,1.23,1.28,1.32
2026-07-16 10:00,1.4,1.23,1.15,1.53
2026-07-16 11:00,1.42,1.13,1.18,1.32
2026-07-16 12:00,1.41,1.15,1.06,1.3
2026-07-16 13:00,1.36,1.2,1.15,1.2
2026-07-16 14:00,1.3,1.18,1.1,1.3
2026-07-16 15:00,1.3,1.15,1.23,1.35
2026-07-16 16:00,1.3,1.12,1.2,1.38
2026-07-16 17:00,1.16,1.3,1.25,1.28
2026-07-16 18:00,1.26,1.27,1.26,1.22
2026-07-16 19:00,1.32,1.2,1.27,1.07
2026-07-16 20:00,1.25,1.19,1.31,1.26
2026-07-16 21:00,1.24,1.28,1.33,1.29
2026-07-16 22:00,1.31,1.22,1.29,1.26
2026-07-16 23:00,1.24,1.27,1.21,1.33
2026-07-17 00:00,1.27,1.32,1.21,1.36
2026-07-17 01:00,1.36,1.36,1.29,1.4
2026-07-17 02:00,1.33,1.43,1.22,1.23
2026-07-17 03:00,1.26,1.34,1.0,1.19
2026-07-17 04:00,1.17,1.4,0.99,1.22
2026-07-17 05:00,1.43,1.29,1.04,1.26
2026-07-17 06:00,1.34,1.25,1.12,1.33
2026-07-17 07:00,1.25,1.34,1.16,1.23
2026-07-17 08:00,1.22,1.38,1.17,1.24
2026-07-17 09:00,1.23,1.34,1.22,1.41
2026-07-17 10:00,1.26,1.23,1.3,1.42
2026-07-17 11:00,1.33,1.28,1.27,1.43
2026-07-17 12:00,1.27,1.22,1.21,1.38
2026-07-17 13:00,1.24,1.16,1.4,1.4
2026-07-17 14:00,1.26,1.14,1.22,1.49
2026-07-17 15:00,1.29,1.19,1.17,1.43
2026-07-17 16:00,1.25,1.05,1.28,1.46
2026-07-17 17:00,1.22,1.14,1.35,1.34
2026-07-17 18:00,1.36,1.19,1.15,1.35
2026-07-17 19:00,1.25,1.16,1.16,1.39
2026-07-17 20:00,1.31,1.27,1.09,1.29
2026-07-17 21:00,1.32,1.31,1.08,1.36
2026-07-17 22:00,1.28,1.25,1.06,1.28
2026-07-17 23:00,1.23,1.2,1.11,1.21
2026-07-18 00:00,1.36,1.27,1.3,1.22
2026-07-18 01:00,1.47,1.15,1.32,1.38
2026-07-18 02:00,1.33,1.16,1.14,1.36
2026-07-18 03:00,1.28,1.14,1.17,1.4
2026-07-18 04:00,1.31,1.18,1.15,1.3
2026-07-18 05:00,1.16,1.22,1.17,1.29
2026-07-18 06:00,1.21,1.23,1.15,1.19
2026-07-18 07:00,1.26,1.32,1.14,1.17
2026-07-18 08:00,1.19,1.32,1.21,1.25
2026-07-18 09:00,1.25,1.28,1.28,1.25
2026-07-18 10:00,1.14,1.18,1.17,1.36
2026-07-18 11:00,1.2,1.26,1.39,1.31
2026-07-18 12:00,1.12,1.29,1.42,1.28
2026-07-18 13:00,0.98,1.39,1.43,1.37
2026-07-18 14:00,1.13,1.29,1.25,1.28
2026-07-18 15:00,1.22,1.28,1.15,1.16
2026-07-18 16:00,1.15,1.27,1.17,1.28
2026-07-18 17:00,1.32,1.26,1.26,1.31
2026-07-18 18:00,1.3,1.26,1.16,1.13
2026-07-18 19:00,1.34,1.13,1.19,1.17
2026-07-18 20:00,1.25,1.23,1.33,1.16
2026-07-18 21:00,1.28,1.29,1.11,1.32
2026-07-18 22:00,1.27,1.36,1.09,1.24
2026-07-18 23:00,1.33,1.5,1.21,1.2
2026-07-19 00:00,1.38,1.4,1.11,1.15
2026-07-19 01:00,1.31,1.35,1.05,1.1
2026-07-19 02:00,1.36,1.32,1.13,1.09
2026-07-19 03:00,1.26,1.45,1.13,1.03
2026-07-19 04:00,1.54,1.26,1.17,1.02
2026-07-19 05:00,1.55,1.3,1.28,0.97
2026-07-19 06:00,1.57,1.17,1.27,0.94
2026-07-19 07:00,1.31,1.0,1.28,0.92
2026-07-19 08:00,1.43,0.93,1.25,0.98
2026-07-19 09:00,1.32,0.92,1.23,1.01
2026-07-19 10:00,1.35,1.1,1.12,0.99
2026-07-19 11:00,1.4,1.08,1.17,1.1
2026-07-19 12:00,1.38,1.12,1.15,1.14
2026-07-19 13:00,1.42,1.07,1.21,1.14
2026-07-19 14:00,1.45,1.17,1.17,1.14
2026-07-19 15:00,1.42,1.11,1.06,1.29
2026-07-19 16:00,1.44,1.25,0.98,1.3
2026-07-19 17:00,1.38,1.18,1.07,1.32
2026-07-19 18:00,1.37,1.15,1.22,1.11
2026-07-19 19:00,1.26,1.19,1.15,1.1
2026-07-19 20:00,1.1,1.21,1.08,0.98
2026-07-19 21:00,1.24,1.33,1.03,1.03
2026-07-19 22:00,1.34,1.32,1.14,1.13
2026-07-19 23:00,1.32,1.21,1.12,1.11
2026-07-20 00:00,1.3,1.18,1.03,1.19
2026-07-20 01:00,1.25,1.16,1.04,1.13
2026-07-20 02:00,1.2,1.24,1.2,1.21
2026-07-20 03:00,1.41,1.27,1.12,1.11
2026-07-20 04:00,1.29,1.26,1.17,1.13
2026-07-20 05:00,1.24,1.32,1.19,1.2
2026-07-20 06:00,1.25,1.26,1.14,1.25
2026-07-20 07:00,1.23,1.25,1.27,1.24
2026-07-20 08:00,1.17,1.26,1.18,1.39
2026-07-20 09:00,1.15,1.38,1.15,1.32
2026-07-20 10:00,1.22,1.33,1.24,1.26
2026-07-20 11:00,1.2,1.28,1.3,1.05
2026-07-20 12:00,1.25,1.2,1.21,1.25
2026-07-20 13:00,1.25,1.26,1.03,1.22
2026-07-20 14:00,1.3,1.22,0.98,1.14
2026-07-20 15:00,1.38,1.25,1.04,1.27
2026-07-20 16:00,1.33,1.11,1.1,1.36
2026-07-20 17:00,1.26,1.23,1.13,1.33
2026-07-20 18:00,1.38,1.14,1.08,1.2
2026-07-20 19:00,1.46,1.12,1.14,1.25
2026-07-20 20:00,1.4,1.24,1.15,1.2
2026-07-20 21:00,1.47,1.14,1.19,1.13
2026-07-20 22:00,1.35,1.17,1.32,1.24
2026-07-20 23:00,1.27,1.2,1.24,1.09
