order_id,order_date,quantity,destination_region,rush_order,promised_lead_days,actual_lead_time_days
ORD-1068,2026-05-20,313,north,yes,5,4
ORD-1069,2026-06-10,909,south,yes,5,5
ORD-1070,2026-06-06,916,west,no,7,7
ORD-1071,2026-04-29,209,east,no,7,7
ORD-1072,2026-06-16,838,south,no,4,5
ORD-1073,2026-07-12,355,north,no,6,7
ORD-1074,2026-05-01,157,north,no,7,6
ORD-1075,2026-06-12,213,south,no,7,7
ORD-1076,2026-06-30,944,west,no,3,4
ORD-1077,2026-03-28,304,east,no,4,6
ORD-1078,2026-05-22,881,north,no,4,6
ORD-1079,2026-05-07,243,east,no,7,6
ORD-1080,2026-03-28,891,south,no,5,5
ORD-1081,2026-04-13,333,south,yes,4,4
ORD-1082,2026-06-01,361,east,yes,5,4
ORD-1083,2026-06-30,505,south,no,3,4
ORD-1084,2026-04-06,624,north,no,3,2
ORD-1085,2026-07-15,616,north,no,7,6
ORD-1086,2026-04-07,441,east,no,7,9
ORD-1087,2026-04-14,899,east,no,3,5
ORD-1088,2026-05-10,687,south,no,4,3
ORD-1089,2026-04-30,937,north,no,4,5
ORD-1090,2026-05-19,766,north,no,6,6
ORD-1091,2026-07-08,564,south,no,4,4
ORD-1092,2026-03-26,106,south,no,3,3
ORD-1093,2026-07-15,254,north,no,3,4
ORD-1094,2026-03-30,645,south,no,4,4
ORD-1095,2026-04-25,463,west,no,4,6
ORD-1096,2026-06-23,203,east,no,4,4
ORD-1097,2026-05-10,898,west,no,7,6
ORD-1098,2026-05-09,991,north,no,5,5
ORD-1099,2026-06-18,534,north,no,4,4
ORD-1100,2026-06-18,240,south,no,4,3
ORD-1101,2026-07-02,489,east,yes,6,5
ORD-1102,2026-05-21,889,south,no,6,6
ORD-1103,2026-05-03,618,east,yes,3,2
ORD-1104,2026-06-27,858,north,yes,4,4
ORD-1105,2026-04-13,192,north,no,5,5
ORD-1106,2026-05-17,116,east,no,5,6
ORD-1107,2026-05-30,463,north,no,6,5
ORD-1108,2026-06-08,334,east,no,3,3
ORD-1109,2026-04-25,381,north,no,6,5
ORD-1110,2026-07-12,678,east,no,4,4
ORD-1111,2026-07-01,880,east,yes,7,7
ORD-1112,2026-07-10,480,south,no,7,7
ORD-1113,2026-04-03,631,west,no,4,4
ORD-1114,2026-04-14,905,west,no,4,3
ORD-1115,2026-07-14,740,north,no,6,7
ORD-1116,2026-03-23,902,east,no,5,4
ORD-1117,2026-06-05,852,west,no,3,2
ORD-1118,2026-03-23,880,west,yes,6,6
ORD-1119,2026-06-27,194,south,yes,3,2
ORD-1120,2026-07-09,525,south,no,3,4
ORD-1121,2026-06-30,418,south,no,7,6
ORD-1122,2026-05-18,474,east,yes,5,6
ORD-1123,2026-05-17,300,west,no,6,8
ORD-1124,2026-06-19,330,east,yes,7,6
ORD-1125,2026-04-13,729,east,no,3,3
ORD-1126,2026-06-16,436,south,no,4,4
ORD-1127,2026-04-23,373,west,no,7,9
ORD-1128,2026-06-06,693,east,no,6,6
ORD-1129,2026-04-13,286,east,no,6,6
ORD-1130,2026-06-29,265,south,no,3,3
ORD-1131,2026-06-06,978,north,no,3,4
ORD-1132,2026-06-23,564,north,no,7,7
ORD-1133,2026-05-09,771,north,yes,6,5
ORD-1134,2026-06-04,890,south,no,4,5
ORD-1135,2026-04-24,881,north,no,3,3
ORD-1136,2026-07-09,656,west,no,5,4
ORD-1137,2026-07-05,223,north,no,4,3
ORD-1138,2026-07-01,666,east,no,5,6
ORD-1139,2026-03-29,299,west,yes,7,8
ORD-1140,2026-04-01,851,north,no,4,4
ORD-1141,2026-05-11,980,east,no,7,9
ORD-1142,2026-04-06,810,west,no,7,7
ORD-1143,2026-05-31,750,west,yes,4,3
ORD-1144,2026-04-01,534,west,no,4,6
ORD-1145,2026-06-12,403,south,no,3,4
ORD-1146,2026-03-24,579,north,no,7,8
ORD-1147,2026-06-30,825,north,yes,5,4
ORD-1148,2026-06-21,160,south,no,7,6
ORD-1149,2026-06-30,882,west,no,4,4
ORD-1150,2026-05-28,705,west,no,4,5
ORD-1151,2026-06-16,243,south,yes,5,4
ORD-1152,2026-07-02,310,south,no,7,7
ORD-1153,2026-06-29,752,east,no,5,4
ORD-1154,2026-05-12,582,west,no,5,7
ORD-1155,2026-04-24,654,south,no,6,5
ORD-1156,2026-06-28,996,north,no,3,3
ORD-1157,2026-07-12,215,south,no,6,6
ORD-1158,2026-05-24,876,north,yes,7,7
ORD-1159,2026-06-19,713,north,yes,7,8
ORD-1160,2026-06-17,531,east,no,6,7
ORD-1161,2026-04-27,962,north,no,3,3
ORD-1162,2026-03-24,529,north,no,5,5
ORD-1163,2026-06-02,348,south,yes,3,3
ORD-1164,2026-06-19,206,south,no,7,7
ORD-1165,2026-05-07,721,south,no,7,8
ORD-1166,2026-07-12,689,east,yes,7,5
ORD-1167,2026-07-02,531,south,no,4,6
ORD-1168,2026-04-17,972,south,no,3,4
ORD-1169,2026-05-05,932,south,yes,7,7
ORD-1170,2026-04-23,124,north,no,3,3
ORD-1171,2026-07-05,846,south,no,5,4
ORD-1172,2026-03-31,460,west,no,5,5
ORD-1173,2026-06-12,569,north,no,6,6
ORD-1174,2026-04-10,763,north,no,4,6
ORD-1175,2026-04-14,964,south,no,6,6
ORD-1176,2026-03-30,651,west,no,3,5
ORD-1177,2026-06-07,754,south,yes,5,3
ORD-1178,2026-06-07,874,south,no,7,7
ORD-1179,2026-06-22,459,north,no,5,6
ORD-1180,2026-04-05,272,north,no,6,6
ORD-1181,2026-07-15,618,north,yes,3,2
ORD-1182,2026-04-12,733,east,no,7,8
ORD-1183,2026-06-22,997,south,yes,3,4
ORD-1184,2026-03-30,645,north,yes,5,4
ORD-1185,2026-05-28,965,north,no,4,3
ORD-1186,2026-04-30,330,south,no,7,7
ORD-1187,2026-04-03,783,north,no,3,3
ORD-1188,2026-07-14,351,west,no,6,6
ORD-1189,2026-05-22,349,east,yes,4,3
ORD-1190,2026-03-30,524,west,no,7,8
ORD-1191,2026-05-26,509,south,no,4,6
ORD-1192,2026-04-13,922,north,no,5,5
ORD-1193,2026-05-23,427,north,no,5,5
ORD-1194,2026-07-08,914,west,no,4,4
ORD-1195,2026-07-05,421,east,no,7,9
ORD-1196,2026-04-05,834,west,no,7,7
ORD-1197,2026-05-19,571,south,no,5,4
ORD-1198,2026-05-15,122,south,no,7,7
ORD-1199,2026-05-07,988,west,no,3,4
