order_id,order_date,quantity,destination_region,rush_order,promised_lead_days,actual_lead_time_days
ORD-1121,2026-02-07,200,west,no,6,6
ORD-1122,2026-06-28,150,east,no,5,7
ORD-1123,2026-01-03,500,south,no,7,5
ORD-1124,2026-05-19,200,east,yes,4,3
ORD-1125,2026-03-06,500,north,no,7,8
ORD-1126,2026-01-19,500,export,no,12,12
ORD-1127,2026-05-28,500,west,no,7,8
ORD-1128,2026-06-30,800,north,no,9,7
ORD-1129,2026-03-20,200,south,no,6,7
ORD-1130,2026-04-08,150,west,no,5,3
ORD-1131,2026-05-17,800,east,yes,7,7
ORD-1132,2026-03-16,800,south,no,9,7
ORD-1133,2026-01-09,100,south,no,5,6
ORD-1134,2026-04-10,100,west,no,5,3
ORD-1135,2026-01-19,800,south,no,9,9
ORD-1136,2026-05-11,200,north,no,6,7
ORD-1137,2026-03-30,200,south,yes,4,3
ORD-1138,2026-04-06,500,north,no,7,5
ORD-1139,2026-05-20,100,north,yes,3,4
ORD-1140,2026-04-14,100,east,no,5,4
ORD-1141,2026-04-05,800,west,yes,7,6
ORD-1142,2026-04-11,100,south,no,5,5
ORD-1143,2026-02-22,500,export,no,12,12
ORD-1144,2026-02-18,300,south,no,6,6
ORD-1145,2026-05-02,800,export,no,13,12
ORD-1146,2026-01-04,150,west,yes,3,3
ORD-1147,2026-05-24,200,east,no,6,6
ORD-1148,2026-02-19,500,west,no,7,7
ORD-1149,2026-02-11,500,west,no,7,7
ORD-1150,2026-02-13,50,north,no,5,5
ORD-1151,2026-02-11,800,north,no,9,10
ORD-1152,2026-06-03,200,south,no,6,5
ORD-1153,2026-05-02,50,export,yes,7,8
ORD-1154,2026-02-04,150,export,no,10,11
ORD-1155,2026-02-27,150,west,yes,3,6
ORD-1156,2026-04-06,50,west,no,5,4
ORD-1157,2026-05-12,50,west,no,5,7
ORD-1158,2026-01-22,300,export,no,11,9
ORD-1159,2026-02-14,300,east,no,6,8
ORD-1160,2026-06-02,100,north,no,5,3
ORD-1161,2026-02-03,800,east,no,9,8
ORD-1162,2026-03-03,200,east,yes,4,2
ORD-1163,2026-01-20,800,north,no,9,11
ORD-1164,2026-04-11,300,east,no,6,8
ORD-1165,2026-01-31,50,west,no,5,3
ORD-1166,2026-06-14,800,export,no,13,13
ORD-1167,2026-05-24,100,west,no,5,4
ORD-1168,2026-02-19,100,north,no,5,4
ORD-1169,2026-06-15,200,east,yes,4,2
ORD-1170,2026-06-12,100,north,no,5,2
ORD-1171,2026-05-15,50,export,yes,7,6
ORD-1172,2026-02-24,200,east,yes,4,5
ORD-1173,2026-05-21,150,south,no,5,5
ORD-1174,2026-01-07,800,export,yes,11,10
ORD-1175,2026-01-15,50,west,no,5,3
ORD-1176,2026-03-31,500,export,no,12,11
ORD-1177,2026-05-23,500,north,no,7,5
ORD-1178,2026-05-17,100,east,no,5,4
ORD-1179,2026-02-28,800,west,no,9,11
ORD-1180,2026-06-19,50,north,no,5,5
ORD-1181,2026-06-03,100,north,yes,3,3
ORD-1182,2026-05-25,500,export,no,12,12
ORD-1183,2026-06-23,800,east,no,9,9
ORD-1184,2026-03-28,50,east,no,5,5
ORD-1185,2026-02-12,100,south,yes,3,2
ORD-1186,2026-06-15,150,west,no,5,4
ORD-1187,2026-06-23,200,north,no,6,6
ORD-1188,2026-04-23,800,east,no,9,10
ORD-1189,2026-02-16,500,south,no,7,8
ORD-1190,2026-02-14,500,south,no,7,11
ORD-1191,2026-04-11,50,north,no,5,7
ORD-1192,2026-04-15,800,export,no,13,14
ORD-1193,2026-05-27,50,north,no,5,7
ORD-1194,2026-04-29,150,west,no,5,5
ORD-1195,2026-06-15,100,south,no,5,5
ORD-1196,2026-04-09,150,west,no,5,5
ORD-1197,2026-03-17,150,west,no,5,6
ORD-1198,2026-05-14,500,south,no,7,6
ORD-1199,2026-05-28,150,south,no,5,6
ORD-1200,2026-02-06,500,export,no,12,11
ORD-1201,2026-01-24,500,export,no,12,12
ORD-1202,2026-02-18,50,west,no,5,6
ORD-1203,2026-05-30,200,east,no,6,7
ORD-1204,2026-05-14,800,south,no,9,8
ORD-1205,2026-01-09,100,east,no,5,5
ORD-1206,2026-03-24,800,north,no,9,8
ORD-1207,2026-03-05,800,east,no,9,7
ORD-1208,2026-03-13,150,south,yes,3,2
ORD-1209,2026-05-16,300,west,no,6,6
ORD-1210,2026-03-02,200,east,yes,4,4
ORD-1211,2026-06-29,300,south,no,6,7
ORD-1212,2026-06-27,150,export,yes,8,8
ORD-1213,2026-02-27,800,south,yes,7,8
ORD-1214,2026-04-03,50,east,no,5,5
ORD-1215,2026-04-14,200,export,no,10,11
ORD-1216,2026-05-16,150,south,yes,3,2
ORD-1217,2026-06-16,500,south,no,7,8
ORD-1218,2026-03-01,300,north,no,6,6
ORD-1219,2026-04-29,50,export,no,9,10
ORD-2000,2026-07-08,1000,east,no,10,
ORD-2001,2026-07-08,400,north,no,7,
ORD-2002,2026-07-07,1000,export,no,15,
ORD-2003,2026-07-07,400,east,no,7,
ORD-2004,2026-07-08,400,north,no,7,
ORD-2005,2026-07-10,200,export,no,10,
ORD-2006,2026-07-07,800,south,no,9,
ORD-2007,2026-07-10,800,south,no,9,
