timestamp,MX1_VIB,FL4_VIB,CP2_VIB,LB3_VIB
2026-05-25 22:00,1.08,1.29,1.21,1.32
2026-05-25 23:00,1.19,1.30,1.12,1.43
2026-05-26 00:00,1.07,1.25,1.31,1.33
2026-05-26 01:00,1.14,1.36,1.41,1.29
2026-05-26 02:00,1.14,1.15,1.11,1.26
2026-05-26 03:00,1.21,1.24,1.25,1.24
2026-05-26 04:00,1.25,1.16,1.23,1.38
2026-05-26 05:00,1.02,1.06,1.10,1.28
2026-05-26 06:00,1.13,1.05,1.17,1.34
2026-05-26 07:00,1.36,1.40,1.25,1.36
2026-05-26 08:00,1.15,1.34,1.42,1.40
2026-05-26 09:00,1.40,1.19,1.43,1.58
2026-05-26 10:00,1.25,1.55,1.44,1.43
2026-05-26 11:00,1.33,1.53,1.44,1.64
2026-05-26 12:00,1.30,1.49,1.49,1.71
2026-05-26 13:00,1.39,1.36,1.64,1.61
2026-05-26 14:00,1.41,1.44,1.49,1.69
2026-05-26 15:00,1.42,1.22,1.39,1.66
2026-05-26 16:00,1.26,1.25,1.54,1.53
2026-05-26 17:00,1.34,1.18,1.25,1.45
2026-05-26 18:00,1.08,1.34,1.18,1.37
2026-05-26 19:00,1.23,1.38,1.08,1.31
2026-05-26 20:00,1.08,1.21,1.30,1.25
2026-05-26 21:00,1.03,1.24,1.29,1.29
2026-05-26 22:00,1.18,1.13,1.39,1.28
2026-05-26 23:00,1.35,1.25,1.12,1.33
2026-05-27 00:00,1.11,1.36,1.18,1.30
2026-05-27 01:00,1.28,1.17,1.28,1.22
2026-05-27 02:00,1.28,1.17,1.24,1.25
2026-05-27 03:00,1.20,1.23,1.23,1.25
2026-05-27 04:00,1.08,1.05,1.29,1.17
2026-05-27 05:00,1.24,1.13,1.23,1.46
2026-05-27 06:00,1.13,1.06,1.20,1.24
2026-05-27 07:00,1.13,1.38,1.45,1.45
2026-05-27 08:00,1.21,1.42,1.38,1.64
2026-05-27 09:00,1.43,1.45,1.52,1.38
2026-05-27 10:00,1.57,1.55,1.34,1.62
2026-05-27 11:00,1.70,1.43,1.55,1.78
2026-05-27 12:00,1.39,1.37,1.56,1.65
2026-05-27 13:00,1.47,1.56,1.64,1.54
2026-05-27 14:00,1.55,1.51,1.56,1.66
2026-05-27 15:00,1.51,1.59,1.41,1.43
2026-05-27 16:00,1.31,1.32,1.32,1.44
2026-05-27 17:00,1.23,1.26,1.33,1.34
2026-05-27 18:00,1.21,1.38,1.34,1.34
2026-05-27 19:00,1.34,1.14,1.26,1.33
2026-05-27 20:00,1.17,1.32,1.27,1.32
2026-05-27 21:00,1.14,1.15,1.13,1.49
2026-05-27 22:00,1.06,1.03,1.31,1.39
2026-05-27 23:00,1.00,1.31,1.40,1.37
2026-05-28 00:00,1.28,1.28,1.11,1.26
2026-05-28 01:00,1.20,1.34,1.31,1.41
2026-05-28 02:00,1.18,1.20,1.28,1.46
2026-05-28 03:00,1.05,1.15,1.34,1.59
2026-05-28 04:00,1.18,1.13,1.34,1.30
2026-05-28 05:00,1.23,1.16,1.12,1.36
2026-05-28 06:00,1.20,1.16,1.17,1.42
2026-05-28 07:00,1.22,1.32,1.24,1.24
2026-05-28 08:00,1.20,1.24,1.47,1.32
2026-05-28 09:00,1.24,1.24,1.42,1.57
2026-05-28 10:00,1.44,1.54,1.46,1.58
2026-05-28 11:00,1.56,1.55,1.60,1.46
2026-05-28 12:00,1.56,1.46,1.50,1.56
2026-05-28 13:00,1.55,1.50,1.59,1.73
2026-05-28 14:00,1.30,1.56,1.55,1.41
2026-05-28 15:00,1.33,1.39,1.57,1.65
2026-05-28 16:00,1.26,1.49,1.32,1.30
2026-05-28 17:00,1.13,1.28,1.43,1.45
2026-05-28 18:00,1.15,1.22,1.49,1.15
2026-05-28 19:00,1.07,1.14,1.30,1.34
2026-05-28 20:00,1.01,1.08,1.33,1.28
2026-05-28 21:00,1.15,1.04,1.20,1.49
2026-05-28 22:00,1.31,1.22,1.37,1.31
2026-05-28 23:00,1.05,1.04,1.29,1.37
2026-05-29 00:00,1.16,1.24,1.38,1.48
2026-05-29 01:00,1.10,1.13,1.32,1.28
2026-05-29 02:00,1.05,1.09,1.06,1.29
2026-05-29 03:00,1.14,1.19,1.26,1.51
2026-05-29 04:00,1.22,1.00,1.20,1.19
2026-05-29 05:00,1.18,1.19,1.37,1.34
2026-05-29 06:00,1.23,1.14,1.24,1.23
2026-05-29 07:00,1.46,1.46,1.39,1.55
2026-05-29 08:00,1.25,1.43,1.40,1.45
2026-05-29 09:00,1.43,1.27,1.26,1.49
2026-05-29 10:00,1.46,1.54,1.71,1.39
2026-05-29 11:00,1.39,1.36,1.57,1.54
2026-05-29 12:00,1.44,1.49,1.54,1.73
2026-05-29 13:00,1.49,1.60,1.50,1.47
2026-05-29 14:00,1.46,1.56,1.52,1.52
2026-05-29 15:00,1.47,1.29,1.43,1.62
2026-05-29 16:00,1.06,1.41,1.21,1.50
2026-05-29 17:00,1.34,1.27,1.23,1.51
2026-05-29 18:00,1.10,1.17,1.10,1.31
2026-05-29 19:00,1.16,1.13,1.40,1.34
2026-05-29 20:00,1.06,1.35,1.23,1.26
2026-05-29 21:00,1.25,1.05,1.29,1.34
2026-05-29 22:00,1.17,1.29,1.17,1.47
2026-05-29 23:00,1.14,1.03,1.30,1.33
2026-05-30 00:00,1.11,1.03,1.27,1.31
2026-05-30 01:00,1.16,1.30,1.32,1.21
2026-05-30 02:00,1.14,1.17,1.38,1.26
2026-05-30 03:00,1.29,1.10,1.22,1.22
2026-05-30 04:00,1.24,1.29,1.31,1.30
2026-05-30 05:00,1.20,1.02,1.34,1.33
2026-05-30 06:00,1.02,1.15,1.24,1.32
2026-05-30 07:00,1.16,1.37,1.24,1.54
2026-05-30 08:00,1.31,1.38,1.59,1.32
2026-05-30 09:00,1.49,1.18,1.39,1.43
2026-05-30 10:00,1.52,1.36,1.56,1.37
2026-05-30 11:00,1.43,1.54,1.53,1.69
2026-05-30 12:00,1.31,1.59,1.49,1.86
2026-05-30 13:00,1.42,1.52,1.50,1.57
2026-05-30 14:00,1.40,1.52,1.64,1.55
2026-05-30 15:00,1.44,1.38,1.47,1.70
2026-05-30 16:00,1.34,1.54,1.27,1.43
2026-05-30 17:00,1.34,1.19,1.43,1.35
2026-05-30 18:00,1.08,1.26,1.07,1.18
2026-05-30 19:00,1.00,1.29,1.18,1.31
2026-05-30 20:00,1.11,1.25,1.24,1.18
2026-05-30 21:00,1.29,1.12,1.22,1.47
2026-05-30 22:00,1.15,1.22,1.26,1.36
2026-05-30 23:00,1.11,1.27,1.17,1.47
2026-05-31 00:00,1.16,1.18,1.25,1.37
2026-05-31 01:00,1.15,1.14,1.22,1.34
2026-05-31 02:00,1.03,1.03,1.08,1.11
2026-05-31 03:00,1.18,1.17,1.15,1.36
2026-05-31 04:00,1.11,1.11,1.30,1.53
2026-05-31 05:00,1.28,1.34,1.22,1.26
2026-05-31 06:00,1.16,1.20,1.16,1.18
2026-05-31 07:00,1.19,1.25,1.29,1.35
2026-05-31 08:00,1.17,1.41,1.46,1.58
2026-05-31 09:00,1.48,1.21,1.34,1.19
2026-05-31 10:00,1.34,1.69,1.53,1.50
2026-05-31 11:00,1.35,1.51,1.30,1.58
2026-05-31 12:00,1.50,1.56,1.49,1.58
2026-05-31 13:00,1.44,1.53,1.35,1.63
2026-05-31 14:00,1.44,1.52,1.67,1.55
2026-05-31 15:00,1.45,1.52,1.41,1.50
2026-05-31 16:00,1.37,1.49,1.32,1.47
2026-05-31 17:00,1.14,1.33,1.28,1.55
2026-05-31 18:00,1.17,1.14,1.31,1.16
2026-05-31 19:00,1.01,1.14,1.10,1.26
2026-05-31 20:00,1.21,1.22,1.28,1.13
2026-05-31 21:00,1.22,1.18,1.08,1.12
2026-05-31 22:00,1.21,1.16,1.24,1.29
2026-05-31 23:00,1.18,1.01,1.23,1.35
2026-06-01 00:00,1.11,1.35,1.28,1.19
2026-06-01 01:00,1.03,1.17,1.16,1.27
2026-06-01 02:00,1.17,1.06,0.96,1.20
2026-06-01 03:00,1.29,1.29,1.02,1.29
2026-06-01 04:00,1.06,1.15,1.17,1.44
2026-06-01 05:00,1.27,1.11,1.08,1.55
2026-06-01 06:00,1.16,1.26,1.52,1.25
2026-06-01 07:00,1.28,1.24,1.37,1.37
2026-06-01 08:00,1.16,1.40,1.38,1.53
2026-06-01 09:00,1.21,1.47,1.46,1.24
2026-06-01 10:00,1.41,1.59,1.60,1.57
2026-06-01 11:00,1.48,1.40,1.52,1.50
2026-06-01 12:00,1.43,1.58,1.57,1.77
2026-06-01 13:00,1.30,1.62,1.59,1.47
2026-06-01 14:00,1.53,1.36,1.56,1.55
2026-06-01 15:00,1.41,1.47,1.48,1.63
2026-06-01 16:00,1.36,1.33,1.40,1.37
2026-06-01 17:00,1.24,1.38,1.33,1.38
2026-06-01 18:00,1.07,1.15,1.35,1.13
2026-06-01 19:00,1.35,1.16,1.25,1.27
2026-06-01 20:00,1.23,1.18,1.27,1.49
2026-06-01 21:00,1.21,1.28,1.42,1.25
2026-06-01 22:00,1.29,1.28,1.31,1.33
2026-06-01 23:00,1.15,1.19,1.20,1.08
2026-06-02 00:00,0.97,1.28,1.32,1.21
2026-06-02 01:00,1.04,1.20,1.18,1.21
2026-06-02 02:00,1.15,1.37,1.15,1.31
2026-06-02 03:00,1.16,1.23,1.41,1.43
2026-06-02 04:00,1.35,1.20,1.33,1.25
2026-06-02 05:00,1.13,1.43,1.09,1.18
2026-06-02 06:00,1.15,1.13,1.16,1.35
2026-06-02 07:00,1.27,1.21,1.32,1.24
2026-06-02 08:00,1.26,1.42,1.35,1.37
2026-06-02 09:00,1.29,1.48,1.51,1.66
2026-06-02 10:00,1.53,1.57,1.42,1.63
2026-06-02 11:00,1.46,1.45,1.60,1.73
2026-06-02 12:00,1.41,1.65,1.43,1.55
2026-06-02 13:00,1.58,1.58,1.70,1.75
2026-06-02 14:00,1.49,1.21,1.62,1.63
2026-06-02 15:00,1.50,1.44,1.35,1.62
2026-06-02 16:00,1.16,1.44,1.49,1.43
2026-06-02 17:00,1.29,1.34,1.21,1.32
2026-06-02 18:00,1.14,1.15,1.33,1.09
2026-06-02 19:00,1.06,1.14,1.07,1.18
2026-06-02 20:00,1.28,0.98,1.27,1.28
2026-06-02 21:00,1.25,1.15,1.17,1.27
2026-06-02 22:00,1.20,1.21,1.11,1.25
2026-06-02 23:00,1.15,1.16,1.25,1.23
2026-06-03 00:00,1.14,1.21,1.43,1.45
2026-06-03 01:00,1.08,1.29,1.38,1.28
2026-06-03 02:00,1.15,1.25,1.39,1.47
2026-06-03 03:00,1.34,1.16,1.19,1.30
2026-06-03 04:00,1.18,1.22,1.36,1.32
2026-06-03 05:00,1.10,1.39,1.14,1.15
2026-06-03 06:00,1.03,1.28,1.20,1.11
2026-06-03 07:00,1.25,1.17,1.41,1.25
2026-06-03 08:00,1.20,1.51,1.36,1.29
2026-06-03 09:00,1.39,1.40,1.38,1.18
2026-06-03 10:00,1.40,1.22,1.43,1.51
