timestamp,FCE3_VIB,CC1_VIB,IS2_VIB,PKG4_VIB
2026-07-04 01:00,1.14,1.21,1.17,1.42
2026-07-04 02:00,0.98,1.22,1.39,1.32
2026-07-04 03:00,1.17,1.31,1.39,1.21
2026-07-04 04:00,0.85,1.10,1.30,1.36
2026-07-04 05:00,1.25,1.29,1.27,1.10
2026-07-04 06:00,1.27,1.29,1.27,1.25
2026-07-04 07:00,1.40,1.27,1.39,1.36
2026-07-04 08:00,1.23,1.34,1.26,1.49
2026-07-04 09:00,1.25,1.41,1.50,1.30
2026-07-04 10:00,1.40,1.49,1.50,1.57
2026-07-04 11:00,1.35,1.71,1.52,1.66
2026-07-04 12:00,1.58,1.44,1.38,1.71
2026-07-04 13:00,1.56,1.40,1.54,1.46
2026-07-04 14:00,1.48,1.55,1.39,1.59
2026-07-04 15:00,1.36,1.35,1.67,1.51
2026-07-04 16:00,1.19,1.48,1.38,1.39
2026-07-04 17:00,1.26,1.14,1.31,1.33
2026-07-04 18:00,1.12,1.07,1.49,1.42
2026-07-04 19:00,1.04,1.08,1.05,1.39
2026-07-04 20:00,1.21,1.15,1.37,1.11
2026-07-04 21:00,1.07,1.24,1.27,1.29
2026-07-04 22:00,1.34,1.33,1.17,1.18
2026-07-04 23:00,1.13,1.34,1.31,1.40
2026-07-05 00:00,1.19,1.23,1.35,1.30
2026-07-05 01:00,1.12,1.12,1.22,1.05
2026-07-05 02:00,1.06,1.08,1.28,1.39
2026-07-05 03:00,1.26,1.23,1.25,1.18
2026-07-05 04:00,1.30,1.30,1.16,1.28
2026-07-05 05:00,1.17,1.03,1.22,1.29
2026-07-05 06:00,1.06,1.13,1.31,1.41
2026-07-05 07:00,1.26,1.18,1.38,1.36
2026-07-05 08:00,1.35,1.45,1.37,1.40
2026-07-05 09:00,1.55,1.41,1.45,1.61
2026-07-05 10:00,1.39,1.45,1.53,1.40
2026-07-05 11:00,1.43,1.61,1.52,1.52
2026-07-05 12:00,1.48,1.37,1.51,1.47
2026-07-05 13:00,1.36,1.44,1.62,1.68
2026-07-05 14:00,1.39,1.40,1.44,1.66
2026-07-05 15:00,1.24,1.50,1.56,1.55
2026-07-05 16:00,1.16,1.45,1.35,1.49
2026-07-05 17:00,1.39,1.27,1.25,1.38
2026-07-05 18:00,1.26,1.32,1.24,1.20
2026-07-05 19:00,1.07,1.09,1.35,1.13
2026-07-05 20:00,1.13,1.10,1.28,1.52
2026-07-05 21:00,1.16,1.12,1.28,1.38
2026-07-05 22:00,1.38,1.24,1.20,1.20
2026-07-05 23:00,1.04,1.29,1.26,1.32
2026-07-06 00:00,1.18,1.08,1.09,1.29
2026-07-06 01:00,1.41,1.20,1.36,1.45
2026-07-06 02:00,1.13,1.24,1.32,1.23
2026-07-06 03:00,1.24,1.09,1.12,1.19
2026-07-06 04:00,1.22,1.20,1.17,1.48
2026-07-06 05:00,1.25,1.16,1.28,1.33
2026-07-06 06:00,1.09,1.33,1.31,1.31
2026-07-06 07:00,1.25,1.23,1.41,1.59
2026-07-06 08:00,1.20,1.26,1.33,1.49
2026-07-06 09:00,1.42,1.23,1.60,1.56
2026-07-06 10:00,1.28,1.43,1.48,1.62
2026-07-06 11:00,1.47,1.53,1.71,1.66
2026-07-06 12:00,1.64,1.46,1.57,1.74
2026-07-06 13:00,1.16,1.41,1.49,1.65
2026-07-06 14:00,1.39,1.38,1.65,1.64
2026-07-06 15:00,1.42,1.24,1.51,1.46
2026-07-06 16:00,1.25,1.40,1.65,1.41
2026-07-06 17:00,1.13,1.18,1.40,1.36
2026-07-06 18:00,1.02,1.19,1.34,1.33
2026-07-06 19:00,1.13,1.23,1.36,1.41
2026-07-06 20:00,1.22,1.20,1.32,1.39
2026-07-06 21:00,1.26,1.05,1.28,1.30
2026-07-06 22:00,1.06,1.15,1.11,1.38
2026-07-06 23:00,1.05,1.40,1.35,1.44
2026-07-07 00:00,1.21,1.22,1.24,1.34
2026-07-07 01:00,1.03,1.23,1.38,1.21
2026-07-07 02:00,1.06,1.21,1.15,1.25
2026-07-07 03:00,1.10,1.20,1.21,1.38
2026-07-07 04:00,1.19,1.34,1.22,1.32
2026-07-07 05:00,0.97,1.13,1.35,1.31
2026-07-07 06:00,1.30,1.19,1.40,1.26
2026-07-07 07:00,1.05,1.34,1.36,1.30
2026-07-07 08:00,1.39,1.44,1.33,1.44
2026-07-07 09:00,1.25,1.70,1.56,1.49
2026-07-07 10:00,1.39,1.48,1.64,1.51
2026-07-07 11:00,1.51,1.34,1.47,1.62
2026-07-07 12:00,1.58,1.42,1.69,1.48
2026-07-07 13:00,1.31,1.59,1.44,1.55
2026-07-07 14:00,1.43,1.37,1.43,1.56
2026-07-07 15:00,1.41,1.47,1.43,1.59
2026-07-07 16:00,1.38,1.44,1.44,1.43
2026-07-07 17:00,1.25,1.12,1.23,1.29
2026-07-07 18:00,1.02,1.24,1.34,1.26
2026-07-07 19:00,1.14,1.36,1.29,1.35
2026-07-07 20:00,1.13,1.34,1.23,1.33
2026-07-07 21:00,1.23,1.14,1.18,1.36
2026-07-07 22:00,1.04,1.39,1.16,1.39
2026-07-07 23:00,1.21,1.20,1.20,1.39
2026-07-08 00:00,0.95,1.34,1.35,1.28
2026-07-08 01:00,1.19,1.16,1.12,1.20
2026-07-08 02:00,1.18,1.18,1.26,1.20
2026-07-08 03:00,1.23,1.25,1.08,1.33
2026-07-08 04:00,1.09,1.27,1.40,1.31
2026-07-08 05:00,1.13,1.18,1.33,1.23
2026-07-08 06:00,1.07,1.25,1.28,1.37
2026-07-08 07:00,1.25,1.38,1.40,1.40
2026-07-08 08:00,1.28,1.40,1.56,1.60
2026-07-08 09:00,1.36,1.64,1.37,1.58
2026-07-08 10:00,1.29,1.56,1.49,1.67
2026-07-08 11:00,1.50,1.52,1.68,1.55
2026-07-08 12:00,1.44,1.55,1.71,1.54
2026-07-08 13:00,1.70,1.47,1.61,1.59
2026-07-08 14:00,1.43,1.30,1.49,1.61
2026-07-08 15:00,1.27,1.66,1.46,1.59
2026-07-08 16:00,1.13,1.57,1.23,1.46
2026-07-08 17:00,1.29,1.52,1.52,1.57
2026-07-08 18:00,1.23,1.38,1.40,1.39
2026-07-08 19:00,1.13,1.27,1.30,1.44
2026-07-08 20:00,1.25,1.10,1.23,1.56
2026-07-08 21:00,1.05,1.28,1.30,1.39
2026-07-08 22:00,1.00,1.34,1.32,1.46
2026-07-08 23:00,1.23,1.46,1.27,1.31
2026-07-09 00:00,1.01,1.37,1.19,1.54
2026-07-09 01:00,1.04,1.24,1.04,1.48
2026-07-09 02:00,1.12,1.41,1.32,1.28
2026-07-09 03:00,1.18,1.26,1.31,1.52
2026-07-09 04:00,1.13,1.45,1.21,1.53
2026-07-09 05:00,1.16,1.58,1.34,1.51
2026-07-09 06:00,1.03,1.42,1.32,1.29
2026-07-09 07:00,1.41,1.52,1.18,1.60
2026-07-09 08:00,1.33,1.63,1.53,1.68
2026-07-09 09:00,1.38,1.51,1.55,1.67
2026-07-09 10:00,1.45,1.60,1.37,1.76
2026-07-09 11:00,1.44,1.87,1.46,1.80
2026-07-09 12:00,1.53,1.67,1.60,1.82
2026-07-09 13:00,1.45,1.82,1.52,1.88
2026-07-09 14:00,1.53,1.86,1.44,1.93
2026-07-09 15:00,1.37,1.58,1.51,1.65
2026-07-09 16:00,1.35,1.57,1.40,1.86
2026-07-09 17:00,1.30,1.42,1.55,1.82
2026-07-09 18:00,1.05,1.33,1.22,1.49
2026-07-09 19:00,1.23,1.51,1.31,1.54
2026-07-09 20:00,1.05,1.42,1.15,1.46
2026-07-09 21:00,1.28,1.61,1.32,1.50
2026-07-09 22:00,1.06,1.45,1.39,1.42
2026-07-09 23:00,1.07,1.50,1.23,1.52
2026-07-10 00:00,0.96,1.54,1.25,1.52
2026-07-10 01:00,1.17,1.57,1.36,1.56
2026-07-10 02:00,1.17,1.39,1.21,1.64
2026-07-10 03:00,1.28,1.54,1.45,1.44
2026-07-10 04:00,1.16,1.45,1.27,1.49
2026-07-10 05:00,1.19,1.55,1.32,1.59
2026-07-10 06:00,1.13,1.67,1.23,1.69
2026-07-10 07:00,1.24,1.47,1.39,1.91
2026-07-10 08:00,1.21,1.60,1.51,1.68
2026-07-10 09:00,1.45,1.70,1.42,1.85
2026-07-10 10:00,1.35,1.90,1.50,1.93
2026-07-10 11:00,1.45,1.92,1.41,1.76
2026-07-10 12:00,1.40,1.84,1.50,1.95
2026-07-10 13:00,1.35,1.94,1.52,1.87
2026-07-10 14:00,1.43,1.79,1.56,2.01
2026-07-10 15:00,1.37,1.71,1.45,1.99
2026-07-10 16:00,1.27,1.76,1.33,1.88
2026-07-10 17:00,1.05,1.56,1.21,1.89
2026-07-10 18:00,1.10,1.60,1.12,1.89
2026-07-10 19:00,1.28,1.68,1.23,1.72
2026-07-10 20:00,1.20,1.58,1.08,1.79
2026-07-10 21:00,1.14,1.62,1.25,1.79
2026-07-10 22:00,1.24,1.63,1.16,1.56
2026-07-10 23:00,1.19,1.55,1.29,1.64
2026-07-11 00:00,1.07,1.54,1.29,1.73
2026-07-11 01:00,1.06,1.69,1.20,1.77
2026-07-11 02:00,1.17,1.76,1.39,1.71
2026-07-11 03:00,1.05,1.78,1.32,1.78
2026-07-11 04:00,1.08,1.80,1.35,1.81
2026-07-11 05:00,1.11,1.56,1.21,1.81
2026-07-11 06:00,1.07,1.65,1.20,1.74
2026-07-11 07:00,1.16,1.83,1.50,1.86
2026-07-11 08:00,1.30,1.90,1.35,1.95
2026-07-11 09:00,1.39,1.79,1.67,2.07
2026-07-11 10:00,1.38,1.99,1.45,2.06
2026-07-11 11:00,1.50,1.99,1.57,2.28
2026-07-11 12:00,1.37,1.98,1.72,2.16
2026-07-11 13:00,1.39,2.15,1.45,2.05
2026-07-11 14:00,1.43,1.97,1.53,2.06
2026-07-11 15:00,1.28,1.94,1.50,2.19
2026-07-11 16:00,1.27,1.76,1.24,1.93
2026-07-11 17:00,1.06,1.82,1.35,1.88
2026-07-11 18:00,1.30,1.64,1.17,1.79
2026-07-11 19:00,1.01,1.77,1.11,1.88
2026-07-11 20:00,1.13,1.62,1.24,1.96
2026-07-11 21:00,1.14,1.68,1.16,1.93
2026-07-11 22:00,1.26,1.80,1.34,1.76
2026-07-11 23:00,1.12,1.84,1.20,1.87
