order_id,order_date,quantity,destination_region,rush_order,promised_lead_days,actual_lead_time_days
ORD-1073,2026-03-31,701,south,no,6,6
ORD-1074,2026-05-20,213,east,no,7,8
ORD-1075,2026-04-19,601,west,no,6,5
ORD-1076,2026-03-27,129,east,no,3,2
ORD-1077,2026-03-22,511,south,no,6,7
ORD-1078,2026-04-23,114,east,yes,3,2
ORD-1079,2026-04-26,415,west,no,4,5
ORD-1080,2026-06-20,451,north,yes,7,6
ORD-1081,2026-06-24,203,west,yes,4,3
ORD-1082,2026-06-14,290,east,no,5,6
ORD-1083,2026-06-29,932,east,yes,3,2
ORD-1084,2026-05-05,682,south,yes,5,4
ORD-1085,2026-06-05,811,north,no,5,5
ORD-1086,2026-07-05,525,west,no,6,6
ORD-1087,2026-05-25,126,west,no,5,5
ORD-1088,2026-05-26,928,south,no,4,6
ORD-1089,2026-05-31,828,east,yes,6,5
ORD-1090,2026-06-11,203,north,no,4,5
ORD-1091,2026-06-17,641,north,no,4,4
ORD-1092,2026-05-21,932,east,no,3,5
ORD-1093,2026-05-25,216,west,no,7,9
ORD-1094,2026-06-19,410,east,yes,6,5
ORD-1095,2026-05-15,775,south,no,3,3
ORD-1096,2026-06-15,155,south,no,6,8
ORD-1097,2026-04-18,627,north,no,7,8
ORD-1098,2026-05-10,245,south,yes,3,1
ORD-1099,2026-04-07,444,west,no,6,5
ORD-1100,2026-04-23,177,north,no,7,7
ORD-1101,2026-06-20,562,east,no,5,7
ORD-1102,2026-06-18,849,south,no,7,8
ORD-1103,2026-06-22,987,east,no,4,3
ORD-1104,2026-06-15,268,south,no,3,3
ORD-1105,2026-04-15,226,east,no,7,7
ORD-1106,2026-04-03,933,west,no,5,5
ORD-1107,2026-07-16,496,north,no,3,5
ORD-1108,2026-05-09,328,north,yes,6,5
ORD-1109,2026-05-07,334,north,no,6,8
ORD-1110,2026-03-30,391,south,no,4,3
ORD-1111,2026-04-26,978,south,no,5,5
ORD-1112,2026-06-19,825,north,no,4,3
ORD-1113,2026-07-04,567,west,no,5,4
ORD-1114,2026-03-29,253,east,yes,3,2
ORD-1115,2026-04-15,358,south,no,7,7
ORD-1116,2026-04-05,380,east,no,6,7
ORD-1117,2026-06-18,824,east,no,5,5
ORD-1118,2026-07-12,377,east,no,5,7
ORD-1119,2026-03-30,377,east,yes,6,5
ORD-1120,2026-05-28,929,north,no,7,8
ORD-1121,2026-06-14,493,west,no,3,3
ORD-1122,2026-04-17,923,north,no,3,2
ORD-1123,2026-07-10,234,west,no,7,9
ORD-1124,2026-04-30,255,west,no,7,9
ORD-1125,2026-07-08,131,north,no,4,5
ORD-1126,2026-04-23,321,south,no,5,4
ORD-1127,2026-07-15,298,east,yes,6,5
ORD-1128,2026-05-26,890,north,no,4,4
ORD-1129,2026-06-05,946,east,yes,3,2
ORD-1130,2026-04-30,649,north,no,6,6
ORD-1131,2026-06-05,837,west,no,7,9
ORD-1132,2026-07-02,760,west,no,6,5
ORD-1133,2026-05-18,647,south,no,7,7
ORD-1134,2026-04-04,836,south,no,6,6
ORD-1135,2026-03-22,518,north,yes,3,1
ORD-1136,2026-06-07,136,north,no,4,3
ORD-1137,2026-06-20,442,south,no,3,2
ORD-1138,2026-04-05,801,north,no,6,8
ORD-1139,2026-04-30,374,east,no,6,6
ORD-1140,2026-07-03,801,east,no,4,6
ORD-1141,2026-07-16,664,north,yes,5,4
ORD-1142,2026-04-28,509,north,no,4,6
ORD-1143,2026-04-20,144,north,no,5,5
ORD-1144,2026-06-06,715,east,no,5,5
ORD-1145,2026-05-29,693,south,yes,7,6
ORD-1146,2026-05-13,692,north,no,7,9
ORD-1147,2026-04-29,885,north,no,7,7
ORD-1148,2026-03-31,907,south,no,3,3
ORD-1149,2026-05-04,710,north,no,3,3
ORD-1150,2026-07-11,207,east,no,5,5
ORD-1151,2026-06-24,576,south,no,3,4
ORD-1152,2026-06-23,1000,east,no,3,5
ORD-1153,2026-06-05,325,west,yes,4,5
ORD-1154,2026-06-22,559,east,no,6,7
ORD-1155,2026-06-03,239,north,no,4,6
ORD-1156,2026-06-18,958,south,no,7,7
ORD-1157,2026-05-03,482,west,no,3,3
ORD-1158,2026-03-22,632,north,yes,4,3
ORD-1159,2026-04-10,532,west,no,3,2
ORD-1160,2026-05-16,231,east,yes,5,3
ORD-1161,2026-07-06,417,north,no,5,5
ORD-1162,2026-07-16,814,east,no,4,5
ORD-1163,2026-07-15,195,east,no,3,5
ORD-1164,2026-05-15,596,south,no,3,4
ORD-1165,2026-06-18,197,north,no,3,3
ORD-1166,2026-04-27,986,south,yes,6,5
ORD-1167,2026-06-25,750,west,no,3,3
ORD-1168,2026-04-22,120,east,yes,5,4
ORD-1169,2026-06-27,534,west,no,3,3
ORD-1170,2026-03-24,380,north,yes,5,3
ORD-1171,2026-06-01,116,north,yes,3,4
ORD-1172,2026-06-17,545,south,no,3,5
ORD-1173,2026-05-24,400,south,no,6,7
ORD-1174,2026-03-25,890,west,no,7,9
ORD-1175,2026-05-30,135,north,no,4,4
ORD-1176,2026-05-12,295,east,no,3,3
ORD-1177,2026-03-26,101,south,no,7,9
ORD-1178,2026-04-04,489,east,yes,3,2
ORD-1179,2026-05-13,902,west,no,6,5
ORD-1180,2026-05-18,372,south,no,4,4
ORD-1181,2026-05-19,412,south,no,7,6
ORD-1182,2026-06-12,620,west,no,4,3
ORD-1183,2026-06-17,739,south,no,4,4
ORD-1184,2026-04-02,835,south,no,7,7
ORD-1185,2026-04-22,355,south,no,6,6
ORD-1186,2026-06-27,830,west,no,5,7
ORD-1187,2026-05-01,336,west,no,4,4
ORD-1188,2026-06-08,629,south,no,3,2
ORD-1189,2026-04-21,120,north,no,7,8
ORD-1190,2026-05-28,558,north,no,7,7
ORD-1191,2026-05-31,732,north,no,3,4
ORD-1192,2026-04-23,976,south,yes,7,5
ORD-1193,2026-04-14,327,east,yes,7,6
ORD-1194,2026-06-28,289,north,no,5,4
ORD-1195,2026-03-29,553,north,yes,6,7
ORD-1196,2026-05-18,159,north,yes,6,5
ORD-1197,2026-06-29,809,south,yes,5,4
ORD-1198,2026-06-07,991,south,yes,6,4
ORD-1199,2026-07-10,127,east,no,5,5
