timestamp,MX1_VIB,FL4_VIB,CP2_VIB,LB3_VIB
2026-06-29 16:00,1.06,1.42,1.46,1.47
2026-06-29 17:00,1.27,1.01,1.52,1.32
2026-06-29 18:00,1.12,1.32,1.36,1.30
2026-06-29 19:00,1.11,1.20,1.33,1.49
2026-06-29 20:00,1.00,1.17,1.39,1.11
2026-06-29 21:00,1.22,1.18,1.22,1.27
2026-06-29 22:00,1.16,1.30,1.30,1.31
2026-06-29 23:00,1.03,1.06,1.21,1.34
2026-06-30 00:00,1.12,1.15,1.27,1.29
2026-06-30 01:00,1.18,1.42,1.23,1.22
2026-06-30 02:00,1.28,1.26,1.22,1.31
2026-06-30 03:00,1.19,1.18,1.26,1.19
2026-06-30 04:00,1.13,1.16,1.44,1.08
2026-06-30 05:00,1.24,1.20,1.17,1.20
2026-06-30 06:00,1.24,1.11,1.07,1.58
2026-06-30 07:00,1.18,1.41,1.32,1.40
2026-06-30 08:00,1.20,1.31,1.59,1.47
2026-06-30 09:00,1.28,1.26,1.32,1.51
2026-06-30 10:00,1.41,1.58,1.42,1.49
2026-06-30 11:00,1.34,1.49,1.57,1.65
2026-06-30 12:00,1.41,1.77,1.59,1.68
2026-06-30 13:00,1.52,1.53,1.51,1.52
2026-06-30 14:00,1.51,1.44,1.65,1.70
2026-06-30 15:00,1.32,1.51,1.51,1.44
2026-06-30 16:00,1.31,1.32,1.33,1.47
2026-06-30 17:00,1.31,1.23,1.36,1.22
2026-06-30 18:00,1.28,1.37,1.24,1.21
2026-06-30 19:00,1.38,1.28,1.22,1.30
2026-06-30 20:00,1.10,1.25,1.26,1.45
2026-06-30 21:00,1.04,1.12,1.29,1.26
2026-06-30 22:00,1.13,1.08,1.07,1.38
2026-06-30 23:00,1.12,1.10,1.42,1.37
2026-07-01 00:00,1.15,1.01,1.44,1.19
2026-07-01 01:00,1.03,1.24,1.17,1.19
2026-07-01 02:00,1.15,1.15,1.15,1.28
2026-07-01 03:00,1.08,1.26,1.31,1.52
2026-07-01 04:00,0.88,1.06,1.12,1.38
2026-07-01 05:00,1.05,1.11,1.24,1.30
2026-07-01 06:00,1.08,1.37,1.27,1.26
2026-07-01 07:00,1.32,1.36,1.37,1.33
2026-07-01 08:00,1.30,1.53,1.38,1.43
2026-07-01 09:00,1.36,1.46,1.44,1.47
2026-07-01 10:00,1.36,1.44,1.53,1.61
2026-07-01 11:00,1.33,1.40,1.64,1.63
2026-07-01 12:00,1.37,1.59,1.58,1.70
2026-07-01 13:00,1.57,1.40,1.51,1.51
2026-07-01 14:00,1.38,1.44,1.54,1.49
2026-07-01 15:00,1.36,1.47,1.22,1.52
2026-07-01 16:00,1.43,1.37,1.35,1.39
2026-07-01 17:00,1.20,1.27,1.35,1.54
2026-07-01 18:00,0.87,1.32,1.25,1.24
2026-07-01 19:00,1.19,1.23,1.31,1.24
2026-07-01 20:00,1.40,1.24,1.37,1.23
2026-07-01 21:00,1.13,1.16,1.24,1.36
2026-07-01 22:00,1.21,1.21,1.17,1.43
2026-07-01 23:00,1.10,1.09,1.24,1.38
2026-07-02 00:00,1.12,1.28,1.15,1.33
2026-07-02 01:00,0.98,1.17,1.28,1.33
2026-07-02 02:00,1.18,1.32,1.35,1.46
2026-07-02 03:00,1.13,0.93,1.15,1.25
2026-07-02 04:00,1.34,1.05,1.29,1.38
2026-07-02 05:00,1.22,1.20,1.27,1.19
2026-07-02 06:00,1.08,1.10,1.16,1.41
2026-07-02 07:00,1.20,1.26,1.39,1.34
2026-07-02 08:00,1.44,1.35,1.38,1.54
2026-07-02 09:00,1.15,1.55,1.37,1.53
2026-07-02 10:00,1.54,1.58,1.55,1.57
2026-07-02 11:00,1.44,1.59,1.51,1.46
2026-07-02 12:00,1.37,1.71,1.52,1.53
2026-07-02 13:00,1.51,1.31,1.42,1.45
2026-07-02 14:00,1.33,1.46,1.54,1.37
2026-07-02 15:00,1.46,1.43,1.28,1.45
2026-07-02 16:00,1.40,1.29,1.38,1.58
2026-07-02 17:00,1.14,1.44,1.41,1.46
2026-07-02 18:00,1.08,1.27,1.44,1.28
2026-07-02 19:00,1.01,1.14,1.06,1.14
2026-07-02 20:00,1.26,1.42,1.18,1.46
2026-07-02 21:00,1.22,1.17,1.18,1.26
2026-07-02 22:00,1.27,1.28,1.28,1.19
2026-07-02 23:00,1.19,1.12,1.33,1.42
2026-07-03 00:00,1.20,1.24,1.57,1.44
2026-07-03 01:00,1.07,1.15,1.39,1.27
2026-07-03 02:00,1.14,1.24,1.28,1.39
2026-07-03 03:00,1.15,1.43,1.24,1.47
2026-07-03 04:00,1.03,1.23,1.27,1.37
2026-07-03 05:00,1.33,1.27,1.23,1.18
2026-07-03 06:00,1.21,1.19,1.24,1.02
2026-07-03 07:00,1.19,1.21,1.50,1.52
2026-07-03 08:00,1.45,1.43,1.58,1.45
2026-07-03 09:00,1.46,1.27,1.59,1.47
2026-07-03 10:00,1.30,1.38,1.41,1.71
2026-07-03 11:00,1.42,1.58,1.67,1.65
2026-07-03 12:00,1.39,1.45,1.45,1.55
2026-07-03 13:00,1.21,1.66,1.45,1.61
2026-07-03 14:00,1.33,1.36,1.55,1.62
2026-07-03 15:00,1.35,1.34,1.50,1.75
2026-07-03 16:00,1.33,1.46,1.35,1.44
2026-07-03 17:00,1.24,1.39,1.19,1.33
2026-07-03 18:00,1.16,1.26,1.13,1.42
2026-07-03 19:00,1.21,1.13,1.23,1.24
2026-07-03 20:00,1.04,1.21,1.19,1.40
2026-07-03 21:00,1.13,1.10,1.31,1.16
2026-07-03 22:00,1.06,1.24,1.21,1.42
2026-07-03 23:00,1.16,1.16,1.18,1.40
2026-07-04 00:00,1.30,1.26,1.19,1.43
2026-07-04 01:00,1.23,1.30,1.32,1.42
2026-07-04 02:00,1.17,1.31,1.44,1.16
2026-07-04 03:00,1.23,1.26,1.38,1.12
2026-07-04 04:00,1.06,1.27,1.25,1.33
2026-07-04 05:00,1.02,1.31,1.14,1.13
2026-07-04 06:00,0.97,1.46,1.17,1.31
2026-07-04 07:00,1.34,1.21,1.43,1.48
2026-07-04 08:00,1.29,1.28,1.43,1.47
2026-07-04 09:00,1.34,1.39,1.47,1.32
2026-07-04 10:00,1.48,1.51,1.64,1.60
2026-07-04 11:00,1.42,1.46,1.58,1.40
2026-07-04 12:00,1.42,1.62,1.62,1.61
2026-07-04 13:00,1.37,1.59,1.73,1.51
2026-07-04 14:00,1.22,1.60,1.59,1.58
2026-07-04 15:00,1.06,1.52,1.60,1.43
2026-07-04 16:00,1.27,1.28,1.22,1.54
2026-07-04 17:00,1.25,1.27,1.35,1.43
2026-07-04 18:00,1.18,1.10,1.03,1.26
2026-07-04 19:00,1.14,1.25,1.15,1.34
2026-07-04 20:00,1.08,1.22,1.29,1.30
2026-07-04 21:00,1.19,1.20,1.15,1.44
2026-07-04 22:00,1.12,1.21,1.18,1.19
2026-07-04 23:00,1.18,1.16,1.40,1.35
2026-07-05 00:00,1.22,1.12,1.35,1.19
2026-07-05 01:00,1.09,1.04,1.22,1.39
2026-07-05 02:00,1.31,1.07,1.35,1.09
2026-07-05 03:00,0.97,1.34,1.28,1.24
2026-07-05 04:00,1.26,1.01,1.29,1.39
2026-07-05 05:00,0.98,1.17,1.11,1.36
2026-07-05 06:00,1.00,1.23,1.12,1.28
2026-07-05 07:00,1.12,1.50,1.30,1.25
2026-07-05 08:00,1.26,1.49,1.37,1.36
2026-07-05 09:00,1.43,1.32,1.43,1.70
2026-07-05 10:00,1.44,1.58,1.54,1.63
2026-07-05 11:00,1.56,1.39,1.55,1.55
2026-07-05 12:00,1.40,1.54,1.63,1.50
2026-07-05 13:00,1.39,1.55,1.53,1.65
2026-07-05 14:00,1.33,1.47,1.48,1.66
2026-07-05 15:00,1.26,1.43,1.47,1.59
2026-07-05 16:00,1.20,1.33,1.17,1.75
2026-07-05 17:00,1.19,1.50,1.47,1.38
2026-07-05 18:00,1.00,1.39,1.41,1.60
2026-07-05 19:00,1.12,1.34,1.13,1.44
2026-07-05 20:00,1.20,1.41,1.44,1.36
2026-07-05 21:00,1.23,1.41,1.28,1.40
2026-07-05 22:00,1.25,1.47,1.25,1.47
2026-07-05 23:00,1.32,1.24,1.12,1.41
2026-07-06 00:00,1.10,1.48,1.18,1.33
2026-07-06 01:00,1.03,1.24,1.39,1.57
2026-07-06 02:00,1.00,1.25,1.32,1.38
2026-07-06 03:00,1.21,1.51,1.13,1.49
2026-07-06 04:00,1.26,1.17,1.12,1.43
2026-07-06 05:00,1.11,1.32,1.44,1.37
2026-07-06 06:00,1.13,1.39,1.37,1.48
2026-07-06 07:00,1.33,1.41,1.25,1.53
2026-07-06 08:00,1.35,1.41,1.36,1.62
2026-07-06 09:00,1.39,1.63,1.44,1.62
2026-07-06 10:00,1.63,1.57,1.39,1.49
2026-07-06 11:00,1.33,1.66,1.55,1.78
2026-07-06 12:00,1.38,1.73,1.53,1.60
2026-07-06 13:00,1.45,1.77,1.84,1.59
2026-07-06 14:00,1.21,1.59,1.35,1.72
2026-07-06 15:00,1.32,1.70,1.42,1.65
2026-07-06 16:00,1.29,1.62,1.31,1.81
2026-07-06 17:00,1.32,1.40,1.44,1.40
2026-07-06 18:00,1.01,1.24,1.44,1.57
2026-07-06 19:00,0.93,1.37,1.08,1.49
2026-07-06 20:00,1.29,1.47,1.25,1.64
2026-07-06 21:00,1.11,1.46,1.27,1.73
2026-07-06 22:00,1.20,1.55,1.19,1.42
2026-07-06 23:00,1.12,1.55,1.21,1.54
2026-07-07 00:00,1.14,1.37,1.30,1.73
2026-07-07 01:00,1.10,1.26,1.27,1.65
2026-07-07 02:00,0.97,1.38,1.18,1.73
2026-07-07 03:00,1.35,1.47,1.32,1.45
2026-07-07 04:00,0.95,1.46,1.23,1.52
2026-07-07 05:00,1.27,1.67,1.11,1.69
2026-07-07 06:00,1.00,1.48,1.24,1.68
2026-07-07 07:00,1.16,1.44,1.45,1.67
2026-07-07 08:00,1.26,1.74,1.53,1.72
2026-07-07 09:00,1.38,1.61,1.49,1.72
2026-07-07 10:00,1.39,1.61,1.45,2.03
2026-07-07 11:00,1.37,1.92,1.58,1.66
2026-07-07 12:00,1.37,1.60,1.64,1.75
2026-07-07 13:00,1.39,1.76,1.77,1.74
2026-07-07 14:00,1.42,1.80,1.45,1.95
2026-07-07 15:00,1.27,1.78,1.40,1.85
2026-07-07 16:00,1.29,1.91,1.40,1.45
2026-07-07 17:00,1.19,1.66,1.41,1.76
2026-07-07 18:00,1.08,1.32,1.44,1.58
2026-07-07 19:00,1.16,1.51,1.27,1.67
2026-07-07 20:00,1.13,1.44,1.26,1.52
2026-07-07 21:00,1.12,1.61,1.21,1.61
2026-07-07 22:00,1.20,1.44,1.14,1.64
2026-07-07 23:00,1.26,1.44,1.32,1.76
2026-07-08 00:00,1.17,1.45,1.11,1.61
2026-07-08 01:00,0.93,1.42,1.25,1.69
2026-07-08 02:00,1.19,1.40,1.25,1.60
2026-07-08 03:00,1.17,1.67,1.18,1.60
2026-07-08 04:00,1.15,1.59,1.34,1.61
2026-07-08 05:00,1.12,1.53,1.14,1.73
2026-07-08 06:00,1.10,1.64,1.12,1.71
2026-07-08 07:00,1.29,1.75,1.38,1.81
2026-07-08 08:00,1.33,1.58,1.24,1.74
2026-07-08 09:00,1.39,1.72,1.43,1.89
2026-07-08 10:00,1.49,1.67,1.54,1.85
2026-07-08 11:00,1.39,1.86,1.63,2.01
2026-07-08 12:00,1.46,1.88,1.42,1.95
2026-07-08 13:00,1.49,1.81,1.49,2.03
2026-07-08 14:00,1.42,1.79,1.54,2.00
2026-07-08 15:00,1.53,1.97,1.46,1.93
2026-07-08 16:00,1.22,1.70,1.27,1.81
2026-07-08 17:00,1.22,1.58,1.36,1.69
2026-07-08 18:00,1.08,1.44,1.29,1.67
2026-07-08 19:00,1.22,1.52,1.32,1.76
2026-07-08 20:00,0.97,1.59,1.25,1.51
2026-07-08 21:00,1.20,1.69,1.39,1.63
2026-07-08 22:00,1.12,1.64,1.27,1.63
2026-07-08 23:00,1.20,1.67,1.30,1.71
2026-07-09 00:00,1.08,1.79,1.28,1.83
2026-07-09 01:00,1.15,1.63,1.20,1.81
2026-07-09 02:00,1.02,1.83,1.25,1.57
2026-07-09 03:00,1.07,1.58,1.15,1.59
2026-07-09 04:00,1.30,1.46,1.10,1.93
2026-07-09 05:00,1.05,1.75,1.05,1.74
2026-07-09 06:00,1.03,1.43,1.27,1.81
2026-07-09 07:00,1.19,1.87,1.17,1.78
2026-07-09 08:00,1.31,1.90,1.41,2.00
2026-07-09 09:00,1.27,1.82,1.52,1.99
2026-07-09 10:00,1.37,1.89,1.68,2.15
2026-07-09 11:00,1.41,1.88,1.54,2.08
2026-07-09 12:00,1.47,1.95,1.61,1.99
2026-07-09 13:00,1.51,1.97,1.75,2.17
2026-07-09 14:00,1.35,1.96,1.38,2.03
2026-07-09 15:00,1.32,1.69,1.42,2.18
2026-07-09 16:00,1.09,1.80,1.61,2.02
2026-07-09 17:00,1.10,1.58,1.35,1.84
2026-07-09 18:00,1.06,1.60,1.34,1.76
2026-07-09 19:00,1.00,1.71,1.26,1.82
2026-07-09 20:00,1.13,1.70,1.26,1.93
2026-07-09 21:00,0.96,1.81,1.50,1.91
2026-07-09 22:00,1.41,1.71,1.24,1.87
2026-07-09 23:00,1.09,1.75,1.23,1.54
2026-07-10 00:00,1.23,1.62,1.15,1.74
2026-07-10 01:00,1.19,1.59,1.21,1.88
2026-07-10 02:00,1.07,1.64,1.27,1.90
2026-07-10 03:00,1.17,1.65,1.19,1.95
2026-07-10 04:00,1.20,1.68,1.18,1.69
2026-07-10 05:00,1.22,1.57,1.10,1.93
2026-07-10 06:00,1.17,1.97,1.19,1.74
2026-07-10 07:00,1.10,1.93,1.41,1.89
2026-07-10 08:00,1.56,1.86,1.30,2.02
2026-07-10 09:00,1.32,2.04,1.34,2.07
2026-07-10 10:00,1.56,2.02,1.67,2.24
2026-07-10 11:00,1.47,2.13,1.63,2.28
2026-07-10 12:00,1.37,2.06,1.51,2.15
2026-07-10 13:00,1.58,1.95,1.53,2.17
2026-07-10 14:00,1.22,2.13,1.62,2.13
2026-07-10 15:00,1.50,2.00,1.37,1.95
2026-07-10 16:00,1.46,1.91,1.29,2.07
2026-07-10 17:00,1.23,2.00,1.20,2.11
2026-07-10 18:00,1.25,1.81,0.97,1.80
2026-07-10 19:00,1.05,1.94,1.04,1.88
2026-07-10 20:00,1.12,1.87,1.18,1.86
2026-07-10 21:00,1.13,1.89,1.23,1.90
2026-07-10 22:00,1.08,1.93,1.21,1.96
2026-07-10 23:00,1.19,1.95,1.12,2.08
2026-07-11 00:00,1.07,1.90,1.31,1.98
2026-07-11 01:00,1.14,2.01,1.41,1.95
2026-07-11 02:00,1.14,1.81,1.11,1.92
2026-07-11 03:00,1.21,1.90,1.25,1.90
2026-07-11 04:00,1.25,1.83,1.23,2.04
2026-07-11 05:00,1.02,1.73,1.10,1.95
2026-07-11 06:00,1.13,1.72,1.17,2.01
2026-07-11 07:00,1.36,2.08,1.25,2.04
2026-07-11 08:00,1.15,2.03,1.42,2.09
2026-07-11 09:00,1.40,1.88,1.43,2.26
2026-07-11 10:00,1.25,2.25,1.44,2.12
2026-07-11 11:00,1.33,2.23,1.44,2.34
2026-07-11 12:00,1.30,2.20,1.49,2.41
2026-07-11 13:00,1.39,2.07,1.64,2.32
2026-07-11 14:00,1.41,2.15,1.49,2.40
2026-07-11 15:00,1.42,1.93,1.39,2.38
2026-07-11 16:00,1.26,1.97,1.54,2.25
2026-07-11 17:00,1.34,1.90,1.25,2.17
2026-07-11 18:00,1.08,2.07,1.18,2.10
2026-07-11 19:00,1.23,2.11,1.08,2.04
2026-07-11 20:00,1.08,1.95,1.30,1.99
2026-07-11 21:00,1.03,1.98,1.29,2.04
2026-07-11 22:00,1.18,1.88,1.39,2.02
2026-07-11 23:00,1.35,2.00,1.12,2.08
