timestamp,GR2_VIB,FBD1_VIB,TP4_VIB,CT3_VIB,BL6_VIB
2026-04-26 22:00,0.76,0.8,0.63,1.09,0.83
2026-04-26 23:00,0.7,0.84,0.69,0.98,0.85
2026-04-27 00:00,0.77,0.83,0.68,1.02,0.82
2026-04-27 01:00,0.74,0.83,0.72,0.93,0.82
2026-04-27 02:00,0.71,0.9,0.68,1.0,0.84
2026-04-27 03:00,0.68,0.85,0.68,1.02,0.86
2026-04-27 04:00,0.77,0.88,0.73,0.92,0.93
2026-04-27 05:00,0.8,0.85,0.72,0.87,0.94
2026-04-27 06:00,0.78,0.84,0.72,0.86,0.84
2026-04-27 07:00,0.83,0.82,0.74,0.9,0.85
2026-04-27 08:00,0.8,0.88,0.78,0.93,0.94
2026-04-27 09:00,0.79,0.88,0.83,1.03,0.99
2026-04-27 10:00,0.88,0.94,0.83,1.03,0.95
2026-04-27 11:00,0.83,0.91,0.8,1.03,0.91
2026-04-27 12:00,0.84,0.91,0.79,1.06,0.87
2026-04-27 13:00,0.91,0.86,0.73,1.07,0.93
2026-04-27 14:00,0.9,0.81,0.72,1.07,0.93
2026-04-27 15:00,0.85,0.77,0.68,1.14,0.91
2026-04-27 16:00,0.78,0.96,0.77,1.08,0.89
2026-04-27 17:00,0.89,0.89,0.86,1.05,0.94
2026-04-27 18:00,0.76,0.94,0.98,1.0,0.94
2026-04-27 19:00,0.82,0.89,0.9,0.96,0.92
2026-04-27 20:00,0.81,0.83,0.85,0.98,0.95
2026-04-27 21:00,0.84,0.76,0.83,1.0,0.86
2026-04-27 22:00,0.83,0.87,0.77,0.98,0.76
2026-04-27 23:00,0.92,0.88,0.79,1.03,0.83
2026-04-28 00:00,0.93,1.05,0.72,0.93,0.8
2026-04-28 01:00,0.89,1.03,0.74,0.96,0.91
2026-04-28 02:00,0.81,1.0,0.73,0.94,0.9
2026-04-28 03:00,0.91,0.97,0.76,0.98,0.92
2026-04-28 04:00,0.81,0.92,0.71,0.99,0.92
2026-04-28 05:00,0.8,0.88,0.72,1.03,0.95
2026-04-28 06:00,0.8,0.96,0.69,1.01,1.0
2026-04-28 07:00,0.77,0.95,0.75,1.05,0.95
2026-04-28 08:00,0.74,0.9,0.86,1.06,0.86
2026-04-28 09:00,0.74,0.95,0.83,1.04,0.87
2026-04-28 10:00,0.81,0.92,0.83,1.06,0.8
2026-04-28 11:00,0.79,0.9,0.8,1.0,0.77
2026-04-28 12:00,0.82,0.9,0.92,1.06,0.8
2026-04-28 13:00,0.83,0.87,0.91,1.08,0.79
2026-04-28 14:00,0.71,0.92,0.89,0.98,0.85
2026-04-28 15:00,0.81,0.85,0.73,1.03,0.86
2026-04-28 16:00,0.7,0.92,0.68,0.96,0.82
2026-04-28 17:00,0.71,0.87,0.6,0.99,0.76
2026-04-28 18:00,0.7,0.83,0.72,1.09,0.8
2026-04-28 19:00,0.79,0.81,0.84,1.07,0.8
2026-04-28 20:00,0.73,0.81,0.9,1.09,0.84
2026-04-28 21:00,0.69,0.86,0.84,1.02,0.93
2026-04-28 22:00,0.67,0.96,0.86,0.96,0.9
2026-04-28 23:00,0.76,0.92,0.86,0.93,0.9
2026-04-29 00:00,0.78,0.93,0.95,0.98,0.85
2026-04-29 01:00,0.85,0.96,0.8,0.98,0.83
2026-04-29 02:00,0.86,0.97,0.82,1.08,0.83
2026-04-29 03:00,0.75,0.91,0.8,1.18,0.85
2026-04-29 04:00,0.77,0.91,0.79,1.18,0.89
2026-04-29 05:00,0.79,0.91,0.8,1.14,0.94
2026-04-29 06:00,0.84,0.91,0.8,1.1,0.94
2026-04-29 07:00,0.83,0.96,0.74,1.09,0.96
2026-04-29 08:00,0.78,0.93,0.68,0.99,0.9
2026-04-29 09:00,0.7,0.9,0.71,1.0,0.92
2026-04-29 10:00,0.73,0.85,0.73,1.05,0.97
2026-04-29 11:00,0.71,0.93,0.72,1.11,1.03
2026-04-29 12:00,0.74,0.97,0.74,1.14,1.02
2026-04-29 13:00,0.73,0.88,0.83,1.12,0.91
2026-04-29 14:00,0.74,0.87,0.85,1.05,0.99
2026-04-29 15:00,0.7,0.85,0.9,1.09,0.96
2026-04-29 16:00,0.81,0.88,0.86,1.01,0.92
2026-04-29 17:00,0.84,0.91,0.84,1.03,0.99
2026-04-29 18:00,0.82,0.95,0.74,1.01,0.94
2026-04-29 19:00,0.89,0.88,0.73,0.99,0.96
2026-04-29 20:00,0.84,0.88,0.84,0.94,0.94
2026-04-29 21:00,0.88,0.9,0.82,0.93,0.88
2026-04-29 22:00,0.86,0.94,0.89,0.99,0.9
2026-04-29 23:00,0.84,0.92,0.81,1.04,0.84
2026-04-30 00:00,0.8,0.94,0.81,1.04,0.89
2026-04-30 01:00,0.77,0.93,0.87,0.99,0.92
2026-04-30 02:00,0.82,1.03,0.96,1.02,0.9
2026-04-30 03:00,0.89,1.05,0.94,1.08,0.94
2026-04-30 04:00,0.87,1.01,0.99,1.02,0.91
2026-04-30 05:00,0.9,0.99,0.95,1.0,0.92
2026-04-30 06:00,0.92,1.06,0.88,1.09,0.94
2026-04-30 07:00,0.82,1.01,0.94,1.05,1.01
2026-04-30 08:00,0.82,1.0,0.98,1.12,0.95
2026-04-30 09:00,0.85,0.96,0.9,1.14,0.94
2026-04-30 10:00,0.83,0.98,0.8,1.09,0.98
2026-04-30 11:00,0.89,0.93,0.83,1.13,0.98
2026-04-30 12:00,0.93,0.98,0.86,1.11,1.04
2026-04-30 13:00,0.91,0.9,0.87,1.04,0.96
2026-04-30 14:00,0.88,0.93,0.74,1.02,0.92
2026-04-30 15:00,0.88,0.93,0.79,0.89,0.93
2026-04-30 16:00,0.92,1.03,0.78,0.91,0.99
2026-04-30 17:00,0.95,0.97,0.88,1.04,0.96
2026-04-30 18:00,0.93,0.91,0.77,1.07,0.93
2026-04-30 19:00,1.02,0.96,0.71,1.01,0.95
2026-04-30 20:00,0.95,0.93,0.79,1.06,0.97
2026-04-30 21:00,0.91,0.89,0.71,1.05,0.94
2026-04-30 22:00,0.94,0.84,0.74,1.04,0.96
2026-04-30 23:00,0.96,0.85,0.74,0.97,0.98
2026-05-01 00:00,0.9,0.9,0.73,1.05,1.0
2026-05-01 01:00,0.88,0.84,0.74,1.03,0.97
2026-05-01 02:00,0.86,0.91,0.81,1.06,0.87
2026-05-01 03:00,0.82,0.86,0.81,1.06,0.86
2026-05-01 04:00,0.83,0.79,0.82,0.93,0.83
2026-05-01 05:00,0.88,0.81,0.8,0.95,0.84
2026-05-01 06:00,0.84,0.83,0.78,0.98,0.93
2026-05-01 07:00,0.83,0.93,0.82,0.98,0.84
2026-05-01 08:00,0.88,0.89,0.81,1.06,0.84
2026-05-01 09:00,0.82,0.86,0.79,1.11,0.8
2026-05-01 10:00,0.84,0.85,0.82,1.05,0.8
2026-05-01 11:00,0.83,0.86,0.82,1.05,0.83
2026-05-01 12:00,0.78,0.91,0.74,1.06,0.86
2026-05-01 13:00,0.68,0.86,0.7,1.16,0.91
2026-05-01 14:00,0.7,0.77,0.64,1.17,0.89
2026-05-01 15:00,0.76,0.82,0.55,1.16,0.86
2026-05-01 16:00,0.69,0.87,0.65,1.11,0.82
2026-05-01 17:00,0.76,0.93,0.66,1.14,0.8
2026-05-01 18:00,0.79,1.0,0.65,1.19,0.9
2026-05-01 19:00,0.85,1.06,0.72,1.14,0.86
2026-05-01 20:00,0.91,1.05,0.7,1.16,0.87
2026-05-01 21:00,0.9,0.95,0.66,1.14,0.93
2026-05-01 22:00,0.85,0.95,0.72,1.21,0.93
2026-05-01 23:00,0.85,0.92,0.7,1.05,0.95
2026-05-02 00:00,0.84,0.86,0.64,1.12,0.96
2026-05-02 01:00,0.82,0.96,0.68,1.1,0.98
2026-05-02 02:00,0.8,0.9,0.61,1.11,0.84
2026-05-02 03:00,0.85,0.94,0.7,1.17,0.89
2026-05-02 04:00,0.79,0.88,0.81,1.23,0.85
2026-05-02 05:00,0.75,0.91,0.74,1.17,0.88
2026-05-02 06:00,0.72,0.83,0.72,1.14,0.91
2026-05-02 07:00,0.81,0.84,0.65,1.16,0.87
2026-05-02 08:00,0.72,0.83,0.73,1.12,0.82
2026-05-02 09:00,0.7,0.89,0.67,1.07,0.84
2026-05-02 10:00,0.7,0.91,0.7,1.0,0.9
2026-05-02 11:00,0.79,0.91,0.77,1.02,0.95
2026-05-02 12:00,0.73,0.84,0.72,0.99,0.91
2026-05-02 13:00,0.73,0.86,0.73,1.02,0.95
2026-05-02 14:00,0.73,0.86,0.7,0.97,1.0
2026-05-02 15:00,0.79,0.77,0.72,0.93,0.95
2026-05-02 16:00,0.84,0.74,0.68,1.01,0.89
2026-05-02 17:00,0.8,0.72,0.69,0.99,0.9
2026-05-02 18:00,0.76,0.77,0.74,0.97,0.84
2026-05-02 19:00,0.72,0.87,0.76,0.9,0.73
2026-05-02 20:00,0.7,0.82,0.66,0.95,0.76
2026-05-02 21:00,0.78,0.89,0.69,0.92,0.86
2026-05-02 22:00,0.76,0.85,0.69,0.96,0.88
2026-05-02 23:00,0.74,0.94,0.69,1.05,0.9
2026-05-03 00:00,0.75,0.93,0.7,1.07,0.85
2026-05-03 01:00,0.82,0.86,0.65,1.04,0.88
2026-05-03 02:00,0.89,0.86,0.66,1.05,0.91
2026-05-03 03:00,0.81,0.95,0.69,0.99,0.88
2026-05-03 04:00,0.87,1.01,0.73,0.99,0.94
2026-05-03 05:00,0.82,0.91,0.78,1.04,0.86
2026-05-03 06:00,0.73,0.9,0.76,1.07,0.91
2026-05-03 07:00,0.68,0.84,0.75,1.03,0.86
2026-05-03 08:00,0.71,0.89,0.78,0.98,0.86
2026-05-03 09:00,0.72,0.92,0.8,1.01,0.96
2026-05-03 10:00,0.82,0.88,0.81,1.04,0.94
2026-05-03 11:00,0.73,0.91,0.9,1.04,0.92
2026-05-03 12:00,0.83,0.91,0.89,1.06,0.9
2026-05-03 13:00,0.92,0.95,0.8,1.11,0.86
2026-05-03 14:00,0.99,0.85,0.85,1.11,0.8
2026-05-03 15:00,0.9,0.9,0.73,1.06,0.74
2026-05-03 16:00,0.89,0.86,0.79,1.07,0.76
2026-05-03 17:00,0.8,0.84,0.83,1.1,0.77
2026-05-03 18:00,0.72,0.88,0.87,1.04,0.82
2026-05-03 19:00,0.75,0.82,0.85,0.95,0.87
2026-05-03 20:00,0.84,0.88,0.84,0.99,0.79
2026-05-03 21:00,0.87,0.77,0.79,1.02,0.88
2026-05-03 22:00,0.87,0.78,0.85,1.08,0.87
2026-05-03 23:00,0.87,0.85,0.82,1.11,0.84
2026-05-04 00:00,0.83,0.77,0.88,1.05,0.9
2026-05-04 01:00,0.81,0.8,0.85,0.97,0.93
2026-05-04 02:00,0.78,0.75,0.86,0.98,0.95
2026-05-04 03:00,0.9,0.79,0.82,0.92,0.94
2026-05-04 04:00,0.8,0.8,0.82,1.0,0.95
2026-05-04 05:00,0.81,0.78,0.75,0.99,0.94
2026-05-04 06:00,0.81,0.82,0.81,1.12,0.91
2026-05-04 07:00,0.83,0.81,0.77,1.05,0.87
2026-05-04 08:00,0.85,0.84,0.71,1.05,0.9
2026-05-04 09:00,0.93,0.8,0.8,1.1,0.96
2026-05-04 10:00,0.87,0.78,0.78,1.12,0.96
2026-05-04 11:00,0.81,0.81,0.86,0.98,0.87
2026-05-04 12:00,0.76,0.77,0.76,1.07,0.89
2026-05-04 13:00,0.82,0.88,0.78,1.06,0.87
2026-05-04 14:00,0.82,0.82,0.74,1.13,0.93
2026-05-04 15:00,0.86,0.92,0.78,1.12,0.92
2026-05-04 16:00,0.76,0.94,0.72,1.01,0.89
2026-05-04 17:00,0.77,0.95,0.77,1.15,0.98
2026-05-04 18:00,0.87,0.84,0.77,1.03,0.98
2026-05-04 19:00,0.95,0.89,0.79,1.05,0.99
2026-05-04 20:00,0.94,0.89,0.85,1.05,0.86
2026-05-04 21:00,0.98,0.8,0.87,0.97,0.85
2026-05-04 22:00,0.92,0.83,0.84,0.97,0.88
2026-05-04 23:00,0.86,0.92,0.77,1.01,0.86
2026-05-05 00:00,0.84,0.91,0.74,1.05,0.79
2026-05-05 01:00,0.82,0.9,0.7,1.05,0.8
2026-05-05 02:00,0.89,0.94,0.74,1.09,0.89
2026-05-05 03:00,1.01,0.94,0.67,1.13,0.85
2026-05-05 04:00,0.98,0.91,0.62,1.13,0.84
2026-05-05 05:00,0.91,0.95,0.69,1.16,0.88
2026-05-05 06:00,0.88,1.0,0.8,1.11,0.91
2026-05-05 07:00,0.83,0.96,0.75,1.18,0.93
2026-05-05 08:00,0.86,0.91,0.75,1.13,0.99
2026-05-05 09:00,0.93,0.98,0.71,1.07,0.89
2026-05-05 10:00,0.91,0.87,0.76,1.1,0.83
2026-05-05 11:00,0.95,0.93,0.72,1.07,0.82
2026-05-05 12:00,0.92,1.01,0.69,0.99,0.89
2026-05-05 13:00,0.88,0.93,0.75,1.0,0.92
2026-05-05 14:00,0.86,0.96,0.8,1.07,0.91
2026-05-05 15:00,0.88,0.98,0.83,1.0,0.92
2026-05-05 16:00,0.85,0.97,0.81,1.03,0.87
2026-05-05 17:00,0.75,1.01,0.75,1.01,0.96
2026-05-05 18:00,0.81,1.0,0.72,1.02,0.98
2026-05-05 19:00,0.79,0.9,0.68,1.1,0.96
2026-05-05 20:00,0.81,0.87,0.67,1.1,0.89
2026-05-05 21:00,0.79,0.88,0.8,1.06,0.91
2026-05-05 22:00,0.76,0.86,0.81,1.02,0.92
2026-05-05 23:00,0.78,0.9,0.79,1.02,0.88
2026-05-06 00:00,0.72,1.0,0.75,1.02,0.87
2026-05-06 01:00,0.72,0.9,0.79,1.04,0.89
2026-05-06 02:00,0.73,0.91,0.74,1.01,0.79
2026-05-06 03:00,0.85,0.85,0.71,1.01,0.89
2026-05-06 04:00,0.81,0.86,0.66,0.96,0.76
2026-05-06 05:00,0.79,0.95,0.68,0.97,0.88
2026-05-06 06:00,0.87,0.98,0.54,1.03,0.89
2026-05-06 07:00,0.94,0.96,0.61,1.01,0.91
2026-05-06 08:00,0.91,0.97,0.62,1.02,0.94
2026-05-06 09:00,0.91,0.84,0.67,1.03,0.88
2026-05-06 10:00,0.88,0.92,0.7,1.07,0.86
2026-05-06 11:00,0.87,0.91,0.75,1.03,0.85
2026-05-06 12:00,0.79,0.88,0.69,1.04,0.98
2026-05-06 13:00,0.78,0.84,0.74,1.08,0.9
2026-05-06 14:00,0.88,0.87,0.68,1.12,0.96
2026-05-06 15:00,0.84,0.89,0.68,1.06,0.99
2026-05-06 16:00,0.85,0.89,0.65,1.03,0.99
2026-05-06 17:00,0.88,0.94,0.72,1.05,0.96
2026-05-06 18:00,1.0,0.98,0.68,1.0,0.98
2026-05-06 19:00,0.91,1.0,0.68,0.92,0.94
2026-05-06 20:00,0.88,0.96,0.71,1.1,0.85
2026-05-06 21:00,0.92,1.0,0.69,1.09,0.77
2026-05-06 22:00,0.88,1.05,0.63,1.0,0.81
2026-05-06 23:00,0.88,0.97,0.66,0.98,0.79
2026-05-07 00:00,0.88,0.99,0.69,1.04,0.84
2026-05-07 01:00,0.95,0.98,0.73,1.03,0.85
2026-05-07 02:00,0.86,0.91,0.75,1.11,0.9
2026-05-07 03:00,0.79,0.96,0.73,1.14,0.91
2026-05-07 04:00,0.84,0.95,0.63,1.04,0.99
2026-05-07 05:00,0.8,0.89,0.74,1.04,1.0
2026-05-07 06:00,0.78,0.86,0.75,1.03,1.03
2026-05-07 07:00,0.81,0.84,0.77,1.01,0.9
2026-05-07 08:00,0.82,0.91,0.82,1.07,0.82
2026-05-07 09:00,0.91,0.81,0.89,1.13,0.84
2026-05-07 10:00,0.91,0.88,0.86,1.06,0.79
2026-05-07 11:00,0.9,0.77,0.85,1.1,0.87
2026-05-07 12:00,0.91,0.75,0.89,1.11,0.89
2026-05-07 13:00,0.89,0.82,0.89,1.15,0.87
2026-05-07 14:00,0.93,0.88,0.95,1.15,0.81
2026-05-07 15:00,0.94,0.88,0.9,1.1,0.81
2026-05-07 16:00,0.91,0.79,0.86,1.06,0.81
2026-05-07 17:00,0.91,0.92,0.93,1.12,0.81
2026-05-07 18:00,0.89,0.87,0.9,1.09,0.89
2026-05-07 19:00,0.89,0.82,0.85,1.12,0.87
2026-05-07 20:00,0.83,0.88,0.9,1.07,0.83
2026-05-07 21:00,0.81,0.84,0.93,1.01,0.87
2026-05-07 22:00,0.88,0.8,0.88,1.06,0.91
2026-05-07 23:00,0.88,0.82,0.86,1.01,0.9
2026-05-08 00:00,0.88,0.86,0.8,1.04,0.81
2026-05-08 01:00,0.86,0.82,0.83,1.1,0.81
2026-05-08 02:00,0.79,1.0,0.79,1.12,0.74
2026-05-08 03:00,0.78,0.98,0.84,1.05,0.75
2026-05-08 04:00,0.84,0.95,0.81,1.08,0.82
2026-05-08 05:00,0.86,0.91,0.82,1.13,0.83
2026-05-08 06:00,0.77,0.83,0.8,1.08,0.96
2026-05-08 07:00,0.83,0.85,0.82,1.03,0.97
2026-05-08 08:00,0.84,0.9,0.77,0.94,0.91
2026-05-08 09:00,0.86,0.91,0.8,0.99,0.91
2026-05-08 10:00,0.78,0.86,0.78,1.01,0.77
2026-05-08 11:00,0.76,0.88,0.83,1.06,0.78
2026-05-08 12:00,0.79,0.86,0.77,1.02,0.85
2026-05-08 13:00,0.79,0.92,0.78,1.05,0.88
2026-05-08 14:00,0.84,0.9,0.66,1.07,0.88
2026-05-08 15:00,0.9,0.93,0.73,1.03,0.89
2026-05-08 16:00,0.89,0.87,0.75,1.09,0.84
2026-05-08 17:00,0.92,0.84,0.77,1.09,0.81
2026-05-08 18:00,0.81,0.82,0.71,1.07,0.84
2026-05-08 19:00,0.78,0.83,0.75,0.93,0.85
2026-05-08 20:00,0.81,0.75,0.68,1.02,0.95
2026-05-08 21:00,0.86,0.76,0.69,1.09,0.96
2026-05-08 22:00,0.9,0.82,0.6,1.08,0.94
2026-05-08 23:00,0.95,0.77,0.68,1.1,0.87
2026-05-09 00:00,0.96,0.91,0.69,1.12,0.86
2026-05-09 01:00,0.87,0.89,0.67,1.07,0.88
2026-05-09 02:00,0.7,0.86,0.83,1.15,0.91
2026-05-09 03:00,0.75,0.83,0.78,1.15,0.9
2026-05-09 04:00,0.85,0.73,0.83,1.09,0.87
2026-05-09 05:00,0.83,0.76,0.78,1.18,0.84
2026-05-09 06:00,0.82,0.91,0.83,1.07,0.84
2026-05-09 07:00,0.8,0.81,0.76,1.07,0.94
2026-05-09 08:00,0.8,0.77,0.79,1.02,0.97
2026-05-09 09:00,0.81,0.79,0.88,0.99,0.91
2026-05-09 10:00,0.77,0.84,0.83,1.04,0.84
2026-05-09 11:00,0.72,0.86,0.75,1.04,0.84
2026-05-09 12:00,0.77,0.82,0.73,1.02,0.83
2026-05-09 13:00,0.78,0.91,0.67,1.0,0.84
2026-05-09 14:00,0.83,0.84,0.66,1.03,0.86
2026-05-09 15:00,0.87,0.84,0.71,1.03,0.92
2026-05-09 16:00,0.86,0.9,0.67,1.05,0.81
2026-05-09 17:00,0.81,0.92,0.71,1.04,0.81
2026-05-09 18:00,0.77,0.92,0.81,1.06,0.86
2026-05-09 19:00,0.88,0.93,0.89,1.05,0.85
2026-05-09 20:00,0.92,0.91,0.84,0.98,0.87
2026-05-09 21:00,0.94,0.91,0.83,1.04,0.84
2026-05-09 22:00,0.91,0.89,0.86,0.91,0.89
2026-05-09 23:00,0.87,0.87,0.88,1.01,0.93
2026-05-10 00:00,0.89,0.86,0.83,1.08,0.86
2026-05-10 01:00,0.84,0.84,0.8,1.06,0.75
2026-05-10 02:00,0.88,0.87,0.83,1.03,0.78
2026-05-10 03:00,0.85,0.94,0.74,1.06,0.83
2026-05-10 04:00,0.83,0.93,0.81,1.13,0.82
2026-05-10 05:00,0.84,0.99,0.87,1.14,0.91
2026-05-10 06:00,0.8,0.97,0.88,1.07,0.88
2026-05-10 07:00,0.81,0.95,0.83,1.05,0.82
2026-05-10 08:00,0.73,0.92,0.74,0.96,0.94
2026-05-10 09:00,0.75,0.88,0.76,0.91,0.89
2026-05-10 10:00,0.72,0.84,0.78,0.98,0.79
2026-05-10 11:00,0.83,0.84,0.81,0.99,0.82
2026-05-10 12:00,0.78,0.89,0.82,1.04,0.82
2026-05-10 13:00,0.79,0.96,0.73,1.01,0.91
2026-05-10 14:00,0.79,1.0,0.72,1.03,0.85
2026-05-10 15:00,0.76,0.95,0.73,1.01,0.86
