timestamp,FCE3_VIB,CC1_VIB,IS2_VIB,PKG4_VIB
2026-07-04 01:00,1.14,1.21,1.17,1.42
2026-07-04 02:00,0.98,1.22,1.39,1.32
2026-07-04 03:00,1.17,1.31,1.39,1.21
2026-07-04 04:00,0.85,1.10,1.30,1.36
2026-07-04 05:00,1.25,1.29,1.27,1.10
2026-07-04 06:00,1.27,1.29,1.27,1.25
2026-07-04 07:00,1.40,1.27,1.39,1.36
2026-07-04 08:00,1.23,1.34,1.26,1.49
2026-07-04 09:00,1.25,1.41,1.50,1.30
2026-07-04 10:00,1.40,1.49,1.50,1.57
2026-07-04 11:00,1.35,1.71,1.52,1.66
2026-07-04 12:00,1.58,1.44,1.38,1.71
2026-07-04 13:00,1.56,1.40,1.54,1.46
2026-07-04 14:00,1.48,1.55,1.39,1.59
2026-07-04 15:00,1.36,1.35,1.67,1.51
2026-07-04 16:00,1.19,1.48,1.38,1.39
2026-07-04 17:00,1.26,1.14,1.31,1.33
2026-07-04 18:00,1.12,1.07,1.49,1.42
2026-07-04 19:00,1.04,1.08,1.05,1.39
2026-07-04 20:00,1.21,1.15,1.37,1.11
2026-07-04 21:00,1.07,1.24,1.27,1.29
2026-07-04 22:00,1.34,1.33,1.17,1.18
2026-07-04 23:00,1.13,1.34,1.31,1.40
2026-07-05 00:00,1.19,1.23,1.35,1.30
2026-07-05 01:00,1.12,1.12,1.22,1.05
2026-07-05 02:00,1.06,1.08,1.28,1.39
2026-07-05 03:00,1.26,1.23,1.25,1.18
2026-07-05 04:00,1.30,1.30,1.16,1.28
2026-07-05 05:00,1.17,1.03,1.22,1.29
2026-07-05 06:00,1.06,1.13,1.31,1.41
2026-07-05 07:00,1.26,1.18,1.38,1.36
2026-07-05 08:00,1.35,1.45,1.37,1.40
2026-07-05 09:00,1.55,1.41,1.45,1.61
2026-07-05 10:00,1.39,1.45,1.53,1.40
2026-07-05 11:00,1.43,1.61,1.52,1.52
2026-07-05 12:00,1.48,1.37,1.51,1.47
2026-07-05 13:00,1.36,1.44,1.62,1.68
2026-07-05 14:00,1.39,1.40,1.44,1.66
2026-07-05 15:00,1.24,1.50,1.56,1.55
2026-07-05 16:00,1.16,1.45,1.35,1.49
2026-07-05 17:00,1.39,1.27,1.25,1.38
2026-07-05 18:00,1.26,1.32,1.24,1.20
2026-07-05 19:00,1.07,1.09,1.35,1.13
2026-07-05 20:00,1.13,1.10,1.28,1.52
2026-07-05 21:00,1.16,1.12,1.28,1.38
2026-07-05 22:00,1.38,1.24,1.20,1.20
2026-07-05 23:00,1.04,1.29,1.26,1.32
2026-07-06 00:00,1.18,1.08,1.09,1.29
2026-07-06 01:00,1.41,1.20,1.36,1.45
2026-07-06 02:00,1.13,1.24,1.32,1.23
2026-07-06 03:00,1.24,1.09,1.12,1.19
2026-07-06 04:00,1.22,1.20,1.17,1.48
2026-07-06 05:00,1.25,1.16,1.28,1.33
2026-07-06 06:00,1.09,1.33,1.31,1.31
2026-07-06 07:00,1.25,1.23,1.41,1.59
2026-07-06 08:00,1.20,1.26,1.33,1.49
2026-07-06 09:00,1.42,1.23,1.60,1.56
2026-07-06 10:00,1.28,1.43,1.48,1.62
2026-07-06 11:00,1.47,1.53,1.71,1.66
2026-07-06 12:00,1.64,1.46,1.57,1.74
2026-07-06 13:00,1.16,1.41,1.49,1.65
2026-07-06 14:00,1.39,1.38,1.65,1.64
2026-07-06 15:00,1.42,1.24,1.51,1.46
2026-07-06 16:00,1.25,1.40,1.65,1.41
2026-07-06 17:00,1.13,1.18,1.40,1.36
2026-07-06 18:00,1.02,1.19,1.34,1.33
2026-07-06 19:00,1.13,1.23,1.36,1.41
2026-07-06 20:00,1.22,1.20,1.32,1.39
2026-07-06 21:00,1.26,1.05,1.28,1.30
2026-07-06 22:00,1.06,1.15,1.11,1.38
2026-07-06 23:00,1.05,1.40,1.35,1.44
2026-07-07 00:00,1.21,1.22,1.24,1.34
2026-07-07 01:00,1.03,1.23,1.38,1.21
2026-07-07 02:00,1.06,1.21,1.15,1.25
2026-07-07 03:00,1.10,1.20,1.21,1.38
2026-07-07 04:00,1.19,1.34,1.22,1.32
2026-07-07 05:00,0.97,1.13,1.35,1.31
2026-07-07 06:00,1.30,1.19,1.40,1.26
2026-07-07 07:00,1.05,1.34,1.36,1.30
2026-07-07 08:00,1.39,1.44,1.33,1.44
2026-07-07 09:00,1.25,1.70,1.56,1.49
2026-07-07 10:00,1.39,1.48,1.64,1.51
2026-07-07 11:00,1.51,1.34,1.47,1.62
2026-07-07 12:00,1.58,1.42,1.69,1.48
2026-07-07 13:00,1.31,1.59,1.44,1.55
2026-07-07 14:00,1.43,1.37,1.43,1.56
2026-07-07 15:00,1.41,1.47,1.43,1.59
2026-07-07 16:00,1.38,1.44,1.44,1.43
2026-07-07 17:00,1.25,1.12,1.23,1.29
2026-07-07 18:00,1.02,1.24,1.34,1.26
2026-07-07 19:00,1.14,1.36,1.29,1.35
2026-07-07 20:00,1.13,1.34,1.23,1.33
2026-07-07 21:00,1.23,1.14,1.18,1.36
2026-07-07 22:00,1.04,1.39,1.16,1.39
2026-07-07 23:00,1.21,1.20,1.20,1.39
2026-07-08 00:00,0.95,1.34,1.35,1.28
2026-07-08 01:00,1.19,1.16,1.12,1.20
2026-07-08 02:00,1.18,1.18,1.26,1.20
2026-07-08 03:00,1.23,1.25,1.08,1.33
2026-07-08 04:00,1.09,1.27,1.40,1.31
2026-07-08 05:00,1.13,1.18,1.33,1.23
2026-07-08 06:00,1.07,1.25,1.28,1.37
2026-07-08 07:00,1.25,1.38,1.40,1.40
2026-07-08 08:00,1.28,1.40,1.56,1.60
2026-07-08 09:00,1.36,1.64,1.37,1.58
2026-07-08 10:00,1.29,1.56,1.49,1.67
2026-07-08 11:00,1.50,1.52,1.68,1.55
2026-07-08 12:00,1.44,1.55,1.71,1.54
2026-07-08 13:00,1.70,1.47,1.61,1.59
2026-07-08 14:00,1.43,1.30,1.49,1.61
2026-07-08 15:00,1.27,1.66,1.46,1.59
2026-07-08 16:00,1.13,1.57,1.23,1.46
2026-07-08 17:00,1.29,1.52,1.52,1.57
2026-07-08 18:00,1.23,1.38,1.40,1.39
2026-07-08 19:00,1.13,1.27,1.30,1.44
2026-07-08 20:00,1.25,1.10,1.23,1.56
2026-07-08 21:00,1.05,1.28,1.30,1.39
2026-07-08 22:00,1.00,1.34,1.32,1.46
2026-07-08 23:00,1.23,1.46,1.27,1.31
2026-07-09 00:00,1.01,1.37,1.19,1.54
2026-07-09 01:00,1.04,1.24,1.04,1.48
2026-07-09 02:00,1.12,1.41,1.32,1.28
2026-07-09 03:00,1.18,1.26,1.31,1.52
2026-07-09 04:00,1.13,1.45,1.21,1.53
2026-07-09 05:00,1.16,1.58,1.34,1.51
2026-07-09 06:00,1.03,1.42,1.32,1.29
2026-07-09 07:00,1.41,1.52,1.18,1.60
2026-07-09 08:00,1.33,1.63,1.53,1.68
2026-07-09 09:00,1.38,1.51,1.55,1.67
2026-07-09 10:00,1.45,1.60,1.37,1.76
2026-07-09 11:00,1.44,1.87,1.46,1.80
2026-07-09 12:00,1.53,1.67,1.60,1.82
2026-07-09 13:00,1.45,1.82,1.52,1.88
2026-07-09 14:00,1.53,1.86,1.44,1.93
2026-07-09 15:00,1.37,1.58,1.51,1.65
2026-07-09 16:00,1.35,1.57,1.40,1.86
2026-07-09 17:00,1.30,1.42,1.55,1.82
2026-07-09 18:00,1.05,1.33,1.22,1.49
2026-07-09 19:00,1.23,1.51,1.31,1.54
2026-07-09 20:00,1.05,1.42,1.15,1.46
2026-07-09 21:00,1.28,1.61,1.32,1.50
2026-07-09 22:00,1.06,1.45,1.39,1.42
2026-07-09 23:00,1.07,1.50,1.23,1.52
2026-07-10 00:00,0.96,1.54,1.25,1.52
2026-07-10 01:00,1.17,1.57,1.36,1.56
2026-07-10 02:00,1.17,1.39,1.21,1.64
2026-07-10 03:00,1.28,1.54,1.45,1.44
2026-07-10 04:00,1.16,1.45,1.27,1.49
2026-07-10 05:00,1.19,1.55,1.32,1.59
2026-07-10 06:00,1.13,1.67,1.23,1.69
2026-07-10 07:00,1.24,1.47,1.39,1.91
2026-07-10 08:00,1.21,1.60,1.51,1.68
2026-07-10 09:00,1.45,1.70,1.42,1.85
2026-07-10 10:00,1.35,1.90,1.50,1.93
2026-07-10 11:00,1.45,1.92,1.41,1.76
2026-07-10 12:00,1.40,1.84,1.50,1.95
2026-07-10 13:00,1.35,1.94,1.52,1.87
2026-07-10 14:00,1.43,1.79,1.56,2.01
2026-07-10 15:00,1.37,1.71,1.45,1.99
2026-07-10 16:00,1.27,1.76,1.33,1.88
2026-07-10 17:00,1.05,1.56,1.21,1.89
2026-07-10 18:00,1.10,1.60,1.12,1.89
2026-07-10 19:00,1.28,1.68,1.23,1.72
2026-07-10 20:00,1.20,1.58,1.08,1.79
2026-07-10 21:00,1.14,1.62,1.25,1.79
2026-07-10 22:00,1.24,1.63,1.16,1.56
2026-07-10 23:00,1.19,1.55,1.29,1.64
2026-07-11 00:00,1.07,1.54,1.29,1.73
2026-07-11 01:00,1.06,1.69,1.20,1.77
2026-07-11 02:00,1.17,1.76,1.39,1.71
2026-07-11 03:00,1.05,1.78,1.32,1.78
2026-07-11 04:00,1.08,1.80,1.35,1.81
2026-07-11 05:00,1.11,1.56,1.21,1.81
2026-07-11 06:00,1.07,1.65,1.20,1.74
2026-07-11 07:00,1.16,1.83,1.50,1.86
2026-07-11 08:00,1.30,1.90,1.35,1.95
2026-07-11 09:00,1.39,1.79,1.67,2.07
2026-07-11 10:00,1.38,1.99,1.45,2.06
2026-07-11 11:00,1.50,1.99,1.57,2.28
2026-07-11 12:00,1.37,1.98,1.72,2.16
2026-07-11 13:00,1.39,2.15,1.45,2.05
2026-07-11 14:00,1.43,1.97,1.53,2.06
2026-07-11 15:00,1.28,1.94,1.50,2.19
2026-07-11 16:00,1.27,1.76,1.24,1.93
2026-07-11 17:00,1.06,1.82,1.35,1.88
2026-07-11 18:00,1.30,1.64,1.17,1.79
2026-07-11 19:00,1.01,1.77,1.11,1.88
2026-07-11 20:00,1.13,1.62,1.24,1.96
2026-07-11 21:00,1.14,1.68,1.16,1.93
2026-07-11 22:00,1.26,1.80,1.34,1.76
2026-07-11 23:00,1.12,1.84,1.20,1.87
2026-07-12 00:00,1.21,1.683,1.168,1.933
2026-07-12 01:00,1.279,1.345,1.311,1.73
2026-07-12 02:00,1.247,1.317,1.434,1.536
2026-07-12 03:00,1.189,1.456,1.426,1.723
2026-07-12 04:00,1.108,1.512,1.462,1.816
2026-07-12 05:00,1.143,1.668,1.492,1.605
2026-07-12 06:00,1.293,1.599,1.372,1.599
2026-07-12 07:00,1.346,1.436,1.401,1.473
2026-07-12 08:00,1.311,1.182,1.425,1.627
2026-07-12 09:00,1.245,1.372,1.341,1.467
2026-07-12 10:00,1.239,1.407,1.407,1.407
2026-07-12 11:00,1.149,1.522,1.445,1.719
2026-07-12 12:00,1.262,1.537,1.421,1.877
2026-07-12 13:00,1.377,1.532,1.428,1.7
2026-07-12 14:00,1.381,1.597,1.382,1.428
2026-07-12 15:00,1.361,1.787,1.49,1.5
2026-07-12 16:00,1.516,1.776,1.406,1.367
2026-07-12 17:00,1.5,1.538,1.448,1.413
2026-07-12 18:00,1.485,1.677,1.306,1.528
2026-07-12 19:00,1.444,1.59,1.323,1.504
2026-07-12 20:00,1.303,1.446,1.333,1.693
2026-07-12 21:00,1.21,1.432,1.323,1.467
2026-07-12 22:00,1.307,1.454,1.28,1.41
2026-07-12 23:00,1.433,1.31,1.237,1.624
2026-07-13 00:00,1.455,1.561,1.242,1.449
2026-07-13 01:00,1.297,1.539,1.2,1.247
2026-07-13 02:00,1.334,1.607,1.252,1.194
2026-07-13 03:00,1.346,1.345,1.225,1.237
2026-07-13 04:00,1.53,1.387,1.338,1.585
2026-07-13 05:00,1.569,1.59,1.376,1.488
2026-07-13 06:00,1.544,1.431,1.315,1.53
2026-07-13 07:00,1.568,1.474,1.276,1.579
2026-07-13 08:00,1.616,1.394,1.274,1.621
2026-07-13 09:00,1.727,1.412,1.279,1.562
2026-07-13 10:00,1.876,1.234,1.26,1.569
2026-07-13 11:00,1.649,1.081,1.269,1.403
2026-07-13 12:00,1.615,1.055,1.348,1.548
2026-07-13 13:00,1.701,1.124,1.286,1.44
2026-07-13 14:00,1.645,1.158,1.308,1.542
2026-07-13 15:00,1.657,1.327,1.303,1.503
2026-07-13 16:00,1.541,1.137,1.404,1.573
2026-07-13 17:00,1.556,1.078,1.359,1.714
2026-07-13 18:00,1.462,1.024,1.26,1.723
2026-07-13 19:00,1.636,1.202,1.288,1.757
2026-07-13 20:00,1.684,1.154,1.338,1.579
2026-07-13 21:00,1.641,1.195,1.337,1.686
2026-07-13 22:00,1.762,1.533,1.357,1.672
2026-07-13 23:00,1.693,1.529,1.445,1.676
2026-07-14 00:00,1.784,1.444,1.354,1.751
2026-07-14 01:00,1.729,1.565,1.315,1.503
2026-07-14 02:00,1.692,1.455,1.413,1.393
2026-07-14 03:00,1.735,1.346,1.321,1.503
2026-07-14 04:00,1.744,1.375,1.348,1.609
2026-07-14 05:00,1.655,1.248,1.404,1.629
2026-07-14 06:00,1.522,1.317,1.344,1.338
2026-07-14 07:00,1.584,1.401,1.423,1.51
2026-07-14 08:00,1.705,1.412,1.266,1.476
2026-07-14 09:00,1.738,1.518,1.29,1.335
2026-07-14 10:00,1.783,1.444,1.348,1.345
2026-07-14 11:00,1.84,1.336,1.437,1.512
2026-07-14 12:00,1.862,1.295,1.414,1.49
2026-07-14 13:00,1.88,1.205,1.439,1.494
2026-07-14 14:00,1.845,1.507,1.464,1.197
2026-07-14 15:00,1.934,1.336,1.336,1.029
2026-07-14 16:00,1.895,1.197,1.45,1.288
2026-07-14 17:00,1.944,1.349,1.407,1.328
2026-07-14 18:00,1.92,1.156,1.373,1.474
2026-07-14 19:00,1.702,1.186,1.378,1.783
2026-07-14 20:00,1.728,1.137,1.43,1.873
2026-07-14 21:00,1.78,1.206,1.354,1.832
2026-07-14 22:00,1.682,1.172,1.414,1.876
2026-07-14 23:00,1.784,1.359,1.361,1.766
2026-07-15 00:00,1.869,1.273,1.323,1.687
2026-07-15 01:00,1.916,1.263,1.231,1.533
2026-07-15 02:00,1.986,1.33,1.277,1.563
2026-07-15 03:00,1.984,1.401,1.306,1.54
2026-07-15 04:00,1.955,1.389,1.301,1.577
2026-07-15 05:00,1.977,1.331,1.434,1.36
2026-07-15 06:00,1.824,1.387,1.556,1.541
2026-07-15 07:00,1.837,1.145,1.516,1.579
2026-07-15 08:00,1.942,1.076,1.534,1.537
2026-07-15 09:00,1.962,1.198,1.392,1.413
2026-07-15 10:00,1.92,1.139,1.328,1.558
2026-07-15 11:00,1.965,1.243,1.381,1.577
2026-07-15 12:00,2.005,1.308,1.367,1.371
2026-07-15 13:00,2.078,1.384,1.327,1.38
2026-07-15 14:00,2.021,1.234,1.31,1.339
2026-07-15 15:00,2.035,1.291,1.275,1.364
2026-07-15 16:00,2.037,1.329,1.232,1.465
2026-07-15 17:00,2.022,1.294,1.341,1.696
2026-07-15 18:00,1.895,1.335,1.264,1.858
2026-07-15 19:00,1.867,1.266,1.326,1.68
2026-07-15 20:00,1.982,1.183,1.324,1.509
2026-07-15 21:00,2.012,1.288,1.431,1.394
2026-07-15 22:00,1.916,1.232,1.375,1.573
2026-07-15 23:00,1.994,1.281,1.374,1.44
2026-07-16 00:00,1.876,1.266,1.337,1.525
2026-07-16 01:00,1.957,1.188,1.47,1.361
2026-07-16 02:00,1.926,1.207,1.506,1.297
2026-07-16 03:00,2.038,1.088,1.542,1.434
2026-07-16 04:00,1.982,1.291,1.53,1.47
2026-07-16 05:00,2.093,1.344,1.54,1.605
2026-07-16 06:00,2.148,1.214,1.612,1.657
2026-07-16 07:00,2.025,1.343,1.498,1.637
2026-07-16 08:00,1.985,1.49,1.344,1.499
2026-07-16 09:00,2.052,1.378,1.382,1.576
2026-07-16 10:00,2.137,1.437,1.318,1.678
2026-07-16 11:00,2.183,1.597,1.324,1.556
2026-07-16 12:00,2.278,1.559,1.411,1.435
2026-07-16 13:00,2.335,1.601,1.465,1.288
2026-07-16 14:00,2.373,1.63,1.446,1.538
2026-07-16 15:00,2.337,1.639,1.433,1.409
2026-07-16 16:00,2.359,1.595,1.448,1.449
2026-07-16 17:00,2.402,1.607,1.512,1.483
2026-07-16 18:00,2.284,1.52,1.472,1.544
2026-07-16 19:00,2.247,1.433,1.321,1.707
2026-07-16 20:00,2.196,1.4,1.326,1.857
2026-07-16 21:00,2.2,1.354,1.271,1.622
2026-07-16 22:00,2.125,1.405,1.268,1.527
2026-07-16 23:00,2.191,1.333,1.357,1.565
2026-07-17 00:00,2.243,1.381,1.264,1.643
2026-07-17 01:00,2.291,1.262,1.229,1.547
2026-07-17 02:00,2.197,1.355,1.278,1.503
2026-07-17 03:00,2.314,1.24,1.261,1.576
2026-07-17 04:00,2.247,1.579,1.223,1.525
2026-07-17 05:00,2.203,1.282,1.312,1.691
2026-07-17 06:00,2.334,1.058,1.306,1.445
2026-07-17 07:00,2.304,1.344,1.223,1.543
2026-07-17 08:00,2.292,1.293,1.302,1.599
2026-07-17 09:00,2.313,1.385,1.361,1.486
2026-07-17 10:00,2.379,1.503,1.363,1.556
2026-07-17 11:00,2.406,1.485,1.356,1.411
2026-07-17 12:00,2.405,1.392,1.433,1.271
2026-07-17 13:00,2.377,1.27,1.31,1.439
2026-07-17 14:00,2.426,1.321,1.238,1.676
2026-07-17 15:00,2.365,1.185,1.224,1.666
2026-07-17 16:00,2.309,1.32,1.335,1.36
2026-07-17 17:00,2.338,1.286,1.317,1.546
2026-07-17 18:00,2.391,1.258,1.343,1.419
2026-07-17 19:00,2.451,1.263,1.337,1.342
2026-07-17 20:00,2.432,1.234,1.422,1.656
2026-07-17 21:00,2.458,1.1,1.36,1.579
2026-07-17 22:00,2.418,1.216,1.257,1.494
2026-07-17 23:00,2.49,1.25,1.314,1.268
2026-07-18 00:00,2.563,1.258,1.218,1.402
2026-07-18 01:00,2.615,1.386,1.252,1.517
2026-07-18 02:00,2.698,1.492,1.274,1.456
2026-07-18 03:00,2.715,1.476,1.232,1.315
2026-07-18 04:00,2.782,1.424,1.254,1.486
2026-07-18 05:00,2.66,1.298,1.175,1.437
2026-07-18 06:00,2.66,1.274,1.159,1.276
2026-07-18 07:00,2.774,1.279,1.22,1.265
2026-07-18 08:00,2.521,1.349,1.187,1.347
2026-07-18 09:00,2.511,1.347,1.253,1.315
2026-07-18 10:00,2.535,1.494,1.294,1.527
2026-07-18 11:00,2.558,1.447,1.315,1.436
2026-07-18 12:00,2.651,1.583,1.282,1.421
2026-07-18 13:00,2.7,1.486,1.273,1.322
2026-07-18 14:00,2.551,1.549,1.308,1.465
2026-07-18 15:00,2.489,1.217,1.382,1.705
2026-07-18 16:00,2.681,1.262,1.22,1.733
2026-07-18 17:00,2.611,1.278,1.302,1.544
2026-07-18 18:00,2.704,1.625,1.425,1.628
2026-07-18 19:00,2.708,1.713,1.44,1.613
2026-07-18 20:00,2.691,1.465,1.489,1.61
2026-07-18 21:00,2.753,1.436,1.38,1.569
2026-07-18 22:00,2.9,1.605,1.344,1.605
2026-07-18 23:00,2.831,1.46,1.452,1.405
2026-07-19 00:00,2.889,1.574,1.49,1.226
2026-07-19 01:00,2.782,1.511,1.516,1.386
2026-07-19 02:00,2.724,1.393,1.455,1.237
2026-07-19 03:00,2.761,1.298,1.401,1.246
2026-07-19 04:00,2.802,1.361,1.436,1.261
2026-07-19 05:00,2.985,1.506,1.449,1.33
2026-07-19 06:00,2.982,1.551,1.426,1.536
2026-07-19 07:00,2.965,1.383,1.386,1.295
2026-07-19 08:00,2.839,1.255,1.36,1.531
2026-07-19 09:00,2.915,1.346,1.3,1.53
2026-07-19 10:00,2.886,1.312,1.439,1.409
2026-07-19 11:00,2.862,1.363,1.495,1.527
2026-07-19 12:00,2.896,1.453,1.409,1.261
2026-07-19 13:00,2.94,1.38,1.367,1.291
2026-07-19 14:00,2.928,1.176,1.468,1.398
2026-07-19 15:00,2.968,1.386,1.428,1.286
2026-07-19 16:00,2.934,1.296,1.376,1.51
2026-07-19 17:00,2.847,1.297,1.304,1.454
2026-07-19 18:00,2.786,1.216,1.277,1.37
2026-07-19 19:00,2.825,1.258,1.247,1.452
2026-07-19 20:00,2.746,1.35,1.319,1.516
2026-07-19 21:00,2.823,1.46,1.165,1.437
2026-07-19 22:00,2.886,1.386,1.132,1.357
2026-07-19 23:00,3.078,1.388,1.26,1.453
2026-07-20 00:00,2.93,1.371,1.313,1.442
2026-07-20 01:00,2.962,1.31,1.422,1.552
2026-07-20 02:00,2.953,1.384,1.434,1.719
2026-07-20 03:00,3.003,1.437,1.308,1.589
2026-07-20 04:00,3.065,1.332,1.409,1.613
2026-07-20 05:00,2.987,1.472,1.281,1.588
2026-07-20 06:00,3.053,1.642,1.354,1.627
2026-07-20 07:00,2.963,1.352,1.316,1.476
2026-07-20 08:00,2.992,1.376,1.343,1.639
2026-07-20 09:00,3.014,1.489,1.314,1.642
2026-07-20 10:00,3.118,1.437,1.373,1.735
2026-07-20 11:00,3.11,1.332,1.399,1.748
2026-07-20 12:00,3.105,1.392,1.292,1.733
2026-07-20 13:00,3.006,1.338,1.345,1.676
2026-07-20 14:00,3.024,1.475,1.315,1.742
2026-07-20 15:00,3.084,1.344,1.394,1.699
2026-07-20 16:00,3.079,1.175,1.394,1.686
2026-07-20 17:00,3.097,1.157,1.294,1.569
2026-07-20 18:00,3.105,1.307,1.307,1.765
2026-07-20 19:00,3.065,1.289,1.276,1.71
2026-07-20 20:00,3.128,1.364,1.292,1.679
2026-07-20 21:00,3.078,1.201,1.197,1.678
2026-07-20 22:00,3.097,1.238,1.07,1.663
2026-07-20 23:00,3.026,1.334,1.167,1.571
2026-07-21 00:00,3.164,1.318,1.282,1.606
2026-07-21 01:00,3.198,1.328,1.293,1.532
2026-07-21 02:00,3.028,1.244,1.258,1.431
2026-07-21 03:00,3.095,1.467,1.248,1.338
2026-07-21 04:00,3.315,1.644,1.336,1.531
2026-07-21 05:00,3.447,1.782,1.456,1.7
2026-07-21 06:00,3.403,1.438,1.443,1.474
2026-07-21 07:00,3.46,1.624,1.521,1.553
2026-07-21 08:00,3.461,1.505,1.505,1.439
2026-07-21 09:00,3.412,1.575,1.427,1.485
2026-07-21 10:00,3.386,1.749,1.395,1.606
2026-07-21 11:00,3.509,1.756,1.323,1.475
2026-07-21 12:00,3.314,1.815,1.356,1.529
2026-07-21 13:00,3.305,1.645,1.415,1.599
2026-07-21 14:00,3.406,1.479,1.184,1.615
2026-07-21 15:00,3.289,1.332,1.342,1.572
2026-07-21 16:00,3.357,1.505,1.337,1.436
2026-07-21 17:00,3.356,1.375,1.327,1.345
2026-07-21 18:00,3.27,1.373,1.42,1.467
2026-07-21 19:00,3.361,1.309,1.37,1.42
2026-07-21 20:00,3.262,1.47,1.345,1.183
2026-07-21 21:00,3.402,1.598,1.45,1.277
2026-07-21 22:00,3.421,1.451,1.559,1.524
2026-07-21 23:00,3.414,1.397,1.623,1.725
2026-07-22 00:00,3.438,1.493,1.529,1.494
2026-07-22 01:00,3.429,1.398,1.364,1.57
2026-07-22 02:00,3.502,1.345,1.336,1.613
2026-07-22 03:00,3.351,1.445,1.245,1.701
2026-07-22 04:00,3.25,1.332,1.304,1.726
2026-07-22 05:00,3.314,1.491,1.375,1.742
2026-07-22 06:00,3.349,1.617,1.361,1.704
2026-07-22 07:00,3.322,1.229,1.426,1.453
2026-07-22 08:00,3.466,1.451,1.357,1.438
2026-07-22 09:00,3.431,1.38,1.38,1.659
2026-07-22 10:00,3.556,1.51,1.354,1.452
2026-07-22 11:00,3.485,1.458,1.36,1.438
2026-07-22 12:00,3.516,1.612,1.415,1.337
2026-07-22 13:00,3.597,1.594,1.251,1.479
2026-07-22 14:00,3.431,1.499,1.327,1.518
2026-07-22 15:00,3.545,1.413,1.347,1.509
2026-07-22 16:00,3.43,1.146,1.565,1.728
2026-07-22 17:00,3.474,1.108,1.593,1.588
2026-07-22 18:00,3.621,1.302,1.61,1.671
2026-07-22 19:00,3.541,1.261,1.52,1.553
2026-07-22 20:00,3.601,1.53,1.628,1.279
2026-07-22 21:00,3.642,1.633,1.622,1.252
2026-07-22 22:00,3.74,1.754,1.572,1.325
2026-07-22 23:00,3.685,1.733,1.554,1.374
2026-07-23 00:00,3.587,1.699,1.495,1.512
2026-07-23 01:00,3.573,1.667,1.502,1.625
2026-07-23 02:00,3.566,1.438,1.544,1.635
2026-07-23 03:00,3.569,1.194,1.516,1.549
2026-07-23 04:00,3.507,1.231,1.548,1.582
2026-07-23 05:00,3.441,1.198,1.608,1.718
2026-07-23 06:00,3.56,1.298,1.661,1.48
2026-07-23 07:00,3.71,1.444,1.756,1.469
2026-07-23 08:00,3.765,1.452,1.792,1.641
2026-07-23 09:00,3.818,1.398,1.822,1.604
2026-07-23 10:00,3.927,1.519,1.757,1.534
