timestamp,GR2_VIB,FBD1_VIB,TP4_VIB,CT3_VIB,BL6_VIB
2026-07-13 19:00,0.87,1.12,1.04,0.81,0.71
2026-07-13 20:00,0.94,1.05,1.11,0.86,0.69
2026-07-13 21:00,0.94,1.08,1.14,0.94,0.79
2026-07-13 22:00,0.96,1.03,1.2,1.01,0.73
2026-07-13 23:00,0.9,1.08,1.18,1.02,0.74
2026-07-14 00:00,0.98,1.08,1.1,0.99,0.8
2026-07-14 01:00,0.96,1.1,1.1,0.93,0.68
2026-07-14 02:00,0.91,1.15,1.12,1.01,0.66
2026-07-14 03:00,0.89,1.13,1.05,1.03,0.74
2026-07-14 04:00,0.89,1.18,0.97,1.06,0.88
2026-07-14 05:00,0.91,1.2,0.96,1.03,0.9
2026-07-14 06:00,0.93,1.1,1.06,1.06,0.82
2026-07-14 07:00,1.08,1.1,1.04,1.06,0.8
2026-07-14 08:00,1.02,1.13,1.03,0.97,0.76
2026-07-14 09:00,0.99,1.13,1.02,0.91,0.8
2026-07-14 10:00,0.97,1.11,1.12,0.93,0.8
2026-07-14 11:00,0.97,1.2,1.06,0.86,0.88
2026-07-14 12:00,0.95,1.17,1.13,0.96,0.81
2026-07-14 13:00,0.98,1.1,1.11,1.03,0.77
2026-07-14 14:00,1.03,1.08,1.06,1.01,0.78
2026-07-14 15:00,1.03,1.11,1.05,1.01,0.71
2026-07-14 16:00,0.93,1.11,1.05,0.99,0.76
2026-07-14 17:00,0.93,1.05,0.99,0.99,0.75
2026-07-14 18:00,0.93,1.03,0.96,0.95,0.75
2026-07-14 19:00,0.95,1.0,1.11,0.96,0.72
2026-07-14 20:00,0.88,1.03,1.12,0.95,0.76
2026-07-14 21:00,0.88,1.06,1.04,0.97,0.88
2026-07-14 22:00,0.92,1.07,1.05,0.95,0.85
2026-07-14 23:00,0.93,1.07,0.97,0.92,0.95
2026-07-15 00:00,0.92,1.11,1.05,0.92,0.97
2026-07-15 01:00,0.99,1.26,1.0,0.9,0.95
2026-07-15 02:00,0.95,1.17,0.96,0.91,0.95
2026-07-15 03:00,1.01,1.16,0.97,0.95,0.9
2026-07-15 04:00,0.97,1.09,1.04,0.97,0.85
2026-07-15 05:00,1.01,1.04,1.1,0.93,0.87
2026-07-15 06:00,1.04,1.11,1.08,0.98,0.87
2026-07-15 07:00,1.02,1.09,1.09,0.97,0.82
2026-07-15 08:00,1.01,1.07,1.04,0.97,0.81
2026-07-15 09:00,0.94,1.05,0.99,0.99,0.79
2026-07-15 10:00,1.01,1.0,0.9,0.92,0.76
2026-07-15 11:00,0.97,0.98,0.95,0.95,0.81
2026-07-15 12:00,1.0,0.91,1.1,0.99,0.75
2026-07-15 13:00,1.11,1.05,1.06,0.93,0.75
2026-07-15 14:00,1.08,1.04,1.06,0.95,0.87
2026-07-15 15:00,1.05,1.04,1.21,0.93,0.88
2026-07-15 16:00,0.97,1.08,1.23,0.9,0.87
2026-07-15 17:00,1.05,1.04,1.08,0.94,0.91
2026-07-15 18:00,1.0,1.05,1.15,1.01,0.86
2026-07-15 19:00,1.03,1.07,1.1,1.06,0.81
2026-07-15 20:00,1.03,1.05,1.11,1.04,0.88
2026-07-15 21:00,0.98,1.09,1.1,0.95,0.84
2026-07-15 22:00,0.92,1.01,1.17,0.98,0.92
2026-07-15 23:00,0.95,1.07,1.12,0.92,0.88
2026-07-16 00:00,0.96,1.01,1.07,0.93,0.92
2026-07-16 01:00,0.96,1.13,1.06,0.93,0.84
2026-07-16 02:00,0.98,1.1,1.09,0.94,0.78
2026-07-16 03:00,1.02,1.04,1.11,0.94,0.82
2026-07-16 04:00,0.99,0.99,1.09,0.87,0.86
2026-07-16 05:00,0.93,1.11,1.02,0.97,0.73
2026-07-16 06:00,0.92,1.09,1.12,0.98,0.7
2026-07-16 07:00,0.92,1.1,1.08,0.97,0.82
2026-07-16 08:00,0.9,1.11,1.11,1.01,0.75
2026-07-16 09:00,0.95,1.09,1.12,1.02,0.81
2026-07-16 10:00,0.88,1.16,1.05,1.0,0.88
2026-07-16 11:00,0.89,1.14,1.0,0.98,0.84
2026-07-16 12:00,0.94,1.1,0.99,0.96,0.72
2026-07-16 13:00,0.95,1.06,0.91,0.92,0.83
2026-07-16 14:00,0.96,1.08,0.98,0.94,0.8
2026-07-16 15:00,0.98,1.05,1.04,0.9,0.8
2026-07-16 16:00,1.1,1.07,1.05,0.96,0.65
2026-07-16 17:00,1.03,1.09,0.97,0.96,0.69
2026-07-16 18:00,1.0,1.1,0.96,0.93,0.75
2026-07-16 19:00,1.04,1.09,1.0,0.89,0.82
2026-07-16 20:00,0.93,1.08,0.97,0.89,0.92
2026-07-16 21:00,0.8,1.13,0.99,0.97,0.93
2026-07-16 22:00,0.81,1.06,0.96,0.9,0.9
2026-07-16 23:00,1.01,1.06,0.94,0.95,0.87
2026-07-17 00:00,0.92,1.05,0.92,0.89,0.8
2026-07-17 01:00,0.93,1.12,0.99,0.9,0.84
2026-07-17 02:00,1.01,1.13,0.99,0.91,0.88
2026-07-17 03:00,1.01,1.05,1.1,0.95,0.78
2026-07-17 04:00,1.09,1.09,1.13,1.04,0.76
2026-07-17 05:00,1.01,1.03,1.18,1.02,0.8
2026-07-17 06:00,0.95,0.99,1.1,0.93,0.87
2026-07-17 07:00,0.93,1.01,1.01,0.83,0.81
2026-07-17 08:00,0.92,0.93,1.01,0.81,0.86
2026-07-17 09:00,0.91,1.0,0.95,0.89,0.82
2026-07-17 10:00,0.9,1.03,1.0,0.9,0.9
2026-07-17 11:00,0.92,1.14,1.01,0.89,0.9
2026-07-17 12:00,0.9,1.14,1.04,0.91,0.82
2026-07-17 13:00,0.96,1.13,1.03,0.89,0.84
2026-07-17 14:00,1.06,1.19,1.1,0.89,0.82
2026-07-17 15:00,1.04,1.1,1.02,0.94,0.85
2026-07-17 16:00,1.03,1.12,1.07,0.93,0.88
2026-07-17 17:00,0.97,1.11,0.96,0.96,0.95
2026-07-17 18:00,0.99,0.98,1.03,0.96,0.88
2026-07-17 19:00,1.06,1.03,1.13,0.99,0.87
2026-07-17 20:00,1.1,1.09,1.11,0.9,0.87
2026-07-17 21:00,1.07,1.04,1.15,0.8,0.9
2026-07-17 22:00,1.03,1.01,1.06,0.89,0.83
2026-07-17 23:00,1.06,1.14,1.01,0.89,0.8
2026-07-18 00:00,0.98,1.05,0.98,0.92,0.86
2026-07-18 01:00,0.94,1.01,1.09,0.91,0.91
2026-07-18 02:00,0.95,1.08,1.11,0.87,0.89
2026-07-18 03:00,0.97,0.98,1.08,0.91,0.86
2026-07-18 04:00,0.94,0.99,1.11,0.91,0.87
2026-07-18 05:00,0.88,1.03,1.06,0.96,0.89
2026-07-18 06:00,1.03,1.07,1.05,0.96,0.9
2026-07-18 07:00,1.11,1.07,1.09,0.97,0.89
2026-07-18 08:00,1.01,1.13,0.99,0.94,0.92
2026-07-18 09:00,0.97,1.17,1.0,0.87,0.82
2026-07-18 10:00,0.96,1.13,1.01,0.84,0.82
2026-07-18 11:00,1.0,1.13,1.13,0.88,0.86
2026-07-18 12:00,0.99,1.18,1.05,0.98,0.86
2026-07-18 13:00,0.96,1.17,0.98,0.94,0.94
2026-07-18 14:00,0.91,1.16,0.99,0.91,0.89
2026-07-18 15:00,0.88,1.16,0.96,0.86,0.79
2026-07-18 16:00,0.87,1.13,1.08,0.91,0.8
2026-07-18 17:00,0.95,1.14,1.16,0.93,0.87
2026-07-18 18:00,0.97,1.17,1.16,0.97,0.86
2026-07-18 19:00,0.94,1.14,1.15,1.0,0.94
2026-07-18 20:00,0.92,1.16,1.15,1.01,0.96
2026-07-18 21:00,0.99,1.09,1.11,1.03,1.05
2026-07-18 22:00,0.96,1.09,1.08,0.95,1.0
2026-07-18 23:00,1.01,1.12,1.08,0.95,1.01
2026-07-19 00:00,1.03,1.08,1.06,0.97,1.01
2026-07-19 01:00,1.01,1.03,1.05,1.02,0.99
2026-07-19 02:00,1.04,1.01,0.99,0.94,0.87
2026-07-19 03:00,1.03,0.97,0.99,0.93,0.8
2026-07-19 04:00,1.03,1.12,1.03,0.9,0.75
2026-07-19 05:00,1.01,1.1,0.99,0.94,0.74
2026-07-19 06:00,0.96,1.08,0.97,0.98,0.76
2026-07-19 07:00,1.0,1.1,1.05,0.97,0.83
2026-07-19 08:00,1.08,1.08,1.05,0.85,0.7
2026-07-19 09:00,0.94,1.07,1.03,0.81,0.79
2026-07-19 10:00,0.99,1.08,1.0,0.96,0.83
2026-07-19 11:00,1.01,1.07,0.98,0.97,0.83
2026-07-19 12:00,0.97,1.09,1.06,0.9,0.86
2026-07-19 13:00,0.92,1.12,1.0,1.0,0.86
2026-07-19 14:00,0.93,1.11,0.9,1.03,0.86
2026-07-19 15:00,0.85,1.11,0.92,0.97,0.89
2026-07-19 16:00,0.94,1.12,1.06,0.95,0.92
2026-07-19 17:00,0.99,1.11,1.09,0.88,0.9
2026-07-19 18:00,0.92,1.04,1.01,0.95,0.93
2026-07-19 19:00,0.88,0.99,0.99,0.99,0.89
2026-07-19 20:00,0.8,0.98,1.08,1.08,0.87
2026-07-19 21:00,0.85,0.99,1.08,1.08,0.92
2026-07-19 22:00,0.86,0.98,1.19,1.1,0.84
2026-07-19 23:00,0.94,1.04,1.11,0.97,0.9
2026-07-20 00:00,0.88,1.04,1.06,1.01,0.93
2026-07-20 01:00,0.94,0.98,1.06,1.05,0.95
2026-07-20 02:00,0.98,1.08,1.09,1.06,0.98
2026-07-20 03:00,0.89,1.06,1.15,0.99,0.92
2026-07-20 04:00,0.92,1.04,1.05,0.94,0.93
2026-07-20 05:00,0.96,1.01,1.1,0.83,0.9
2026-07-20 06:00,0.93,1.08,1.09,0.87,0.85
2026-07-20 07:00,0.94,1.12,1.11,0.82,0.78
2026-07-20 08:00,0.94,1.21,1.07,0.79,0.85
2026-07-20 09:00,1.02,1.15,1.06,0.92,0.86
2026-07-20 10:00,1.07,1.14,1.06,1.01,0.94
2026-07-20 11:00,1.06,1.05,1.03,1.01,0.93
2026-07-20 12:00,1.05,1.09,1.0,0.96,0.93
2026-07-20 13:00,0.98,1.14,1.08,1.0,0.93
2026-07-20 14:00,0.95,1.12,0.96,0.96,0.98
2026-07-20 15:00,1.01,1.08,0.92,1.01,0.86
2026-07-20 16:00,0.93,1.16,0.92,0.92,0.83
2026-07-20 17:00,0.88,1.1,0.97,0.87,0.83
2026-07-20 18:00,0.95,1.13,0.88,0.92,0.83
2026-07-20 19:00,0.87,1.03,0.96,0.95,0.83
2026-07-20 20:00,0.89,1.08,0.92,0.89,0.81
2026-07-20 21:00,0.96,1.04,0.93,0.93,0.85
2026-07-20 22:00,0.99,1.02,0.93,0.93,0.81
2026-07-20 23:00,0.99,1.11,1.01,0.93,0.81
