order_id,order_date,quantity,destination_region,rush_order,promised_lead_days,actual_lead_time_days
ORD-1058,2026-01-06,150,export,yes,8,9
ORD-1059,2026-03-30,500,north,yes,5,5
ORD-1060,2026-01-13,800,north,no,9,10
ORD-1061,2026-05-24,300,west,no,6,5
ORD-1062,2026-06-07,200,east,yes,4,3
ORD-1063,2026-04-18,50,south,yes,3,2
ORD-1064,2026-05-14,300,south,yes,4,4
ORD-1065,2026-03-27,500,export,no,12,10
ORD-1066,2026-05-23,200,north,no,6,5
ORD-1067,2026-05-26,800,east,no,9,9
ORD-1068,2026-05-04,50,west,no,5,6
ORD-1069,2026-06-27,100,export,no,10,9
ORD-1070,2026-05-07,100,south,no,5,6
ORD-1071,2026-01-31,50,south,no,5,5
ORD-1072,2026-04-02,150,east,no,5,6
ORD-1073,2026-03-31,200,export,yes,8,9
ORD-1074,2026-04-13,800,east,no,9,8
ORD-1075,2026-05-12,150,north,no,5,4
ORD-1076,2026-02-04,800,south,no,9,10
ORD-1077,2026-03-31,800,north,no,9,8
ORD-1078,2026-01-13,200,north,no,6,4
ORD-1079,2026-01-05,200,east,no,6,4
ORD-1080,2026-04-17,50,south,no,5,4
ORD-1081,2026-03-02,300,west,no,6,8
ORD-1082,2026-04-12,300,south,no,6,6
ORD-1083,2026-06-28,300,north,no,6,5
ORD-1084,2026-02-18,150,west,no,5,7
ORD-1085,2026-04-15,500,south,no,7,7
ORD-1086,2026-05-30,100,north,no,5,5
ORD-1087,2026-03-31,150,north,no,5,7
ORD-1088,2026-03-05,150,south,no,5,6
ORD-1089,2026-04-01,200,north,no,6,6
ORD-1090,2026-04-13,300,east,no,6,7
ORD-1091,2026-05-11,300,export,no,11,12
ORD-1092,2026-01-05,100,east,no,5,3
ORD-1093,2026-06-28,200,west,no,6,4
ORD-1094,2026-03-17,300,west,no,6,6
ORD-1095,2026-02-26,150,east,no,5,8
ORD-1096,2026-04-11,800,north,no,9,8
ORD-1097,2026-04-15,100,north,no,5,3
ORD-1098,2026-02-21,800,export,yes,11,10
ORD-1099,2026-04-15,150,north,no,5,5
ORD-1100,2026-03-04,300,south,no,6,6
ORD-1101,2026-01-08,300,export,yes,9,9
ORD-1102,2026-06-11,100,north,no,5,5
ORD-1103,2026-03-06,50,export,yes,7,7
ORD-1104,2026-02-06,300,west,no,6,6
ORD-1105,2026-02-01,800,east,no,9,10
ORD-1106,2026-06-01,50,south,no,5,4
ORD-1107,2026-04-17,150,north,yes,3,4
ORD-1108,2026-03-07,50,export,no,9,9
ORD-1109,2026-01-18,300,east,no,6,7
ORD-1110,2026-06-15,500,north,no,7,6
ORD-1111,2026-06-19,300,south,no,6,6
ORD-1112,2026-02-10,150,export,no,10,12
ORD-1113,2026-05-09,150,east,no,5,4
ORD-1114,2026-06-04,300,export,no,11,10
ORD-1115,2026-03-17,100,north,no,5,4
ORD-1116,2026-01-19,50,south,no,5,5
ORD-1117,2026-01-05,800,east,no,9,10
ORD-1118,2026-02-07,100,west,no,5,4
ORD-1119,2026-04-07,150,east,no,5,4
ORD-1120,2026-06-19,800,north,yes,7,8
ORD-1121,2026-06-09,100,south,yes,3,3
ORD-1122,2026-01-22,100,export,no,10,10
ORD-1123,2026-02-15,300,north,no,6,6
ORD-1124,2026-05-28,100,export,no,10,9
ORD-1125,2026-04-07,800,north,yes,7,5
ORD-1126,2026-06-16,800,north,no,9,8
ORD-1127,2026-02-03,800,west,yes,7,7
ORD-1128,2026-02-01,800,west,no,9,9
ORD-1129,2026-06-10,50,export,no,9,10
ORD-1130,2026-06-17,300,north,no,6,6
ORD-1131,2026-02-20,200,north,no,6,6
ORD-1132,2026-04-29,50,export,no,9,8
ORD-1133,2026-04-10,150,export,no,10,9
ORD-1134,2026-04-19,500,export,no,12,9
ORD-1135,2026-02-28,500,export,no,12,12
ORD-1136,2026-04-16,800,east,yes,7,7
ORD-1137,2026-06-26,50,east,no,5,4
ORD-1138,2026-06-08,300,east,no,6,6
ORD-1139,2026-02-15,300,export,no,11,12
ORD-1140,2026-06-18,200,north,no,6,5
ORD-1141,2026-06-19,150,export,no,10,11
ORD-1142,2026-06-06,150,east,no,5,6
ORD-1143,2026-04-07,100,south,no,5,5
ORD-1144,2026-02-27,300,south,no,6,8
ORD-1145,2026-02-22,150,north,yes,3,3
ORD-1146,2026-02-26,50,west,no,5,4
ORD-1147,2026-02-25,50,north,no,5,7
ORD-1148,2026-05-14,100,east,no,5,4
ORD-1149,2026-05-30,800,export,no,13,13
ORD-1150,2026-04-12,300,east,no,6,6
ORD-1151,2026-05-04,300,south,yes,4,4
ORD-1152,2026-04-08,100,north,yes,3,2
ORD-1153,2026-01-15,200,west,no,6,4
ORD-1154,2026-01-09,50,east,no,5,3
ORD-1155,2026-05-31,150,east,no,5,6
ORD-1156,2026-06-01,200,export,no,10,9
ORD-1157,2026-04-28,200,south,yes,4,5
ORD-1158,2026-01-31,800,export,no,13,14
ORD-1159,2026-06-17,150,south,no,5,4
ORD-1160,2026-05-14,50,west,no,5,5
ORD-1161,2026-04-17,100,south,no,5,5
ORD-1162,2026-05-08,200,export,no,10,11
ORD-1163,2026-04-24,100,west,no,5,6
ORD-1164,2026-03-06,100,east,no,5,6
ORD-1165,2026-02-20,200,north,no,6,5
ORD-1166,2026-04-21,50,east,yes,3,3
ORD-1167,2026-06-01,200,east,yes,4,3
ORD-1168,2026-07-01,200,east,no,6,4
ORD-1169,2026-02-05,200,north,no,6,5
ORD-1170,2026-05-18,200,export,no,10,9
ORD-1171,2026-03-27,200,west,no,6,7
ORD-1172,2026-04-22,50,west,yes,3,3
ORD-1173,2026-03-03,300,south,no,6,6
ORD-1174,2026-01-09,100,export,no,10,9
ORD-1175,2026-05-12,150,south,no,5,5
ORD-1176,2026-06-29,50,west,no,5,4
ORD-1177,2026-01-04,150,west,no,5,5
ORD-1178,2026-04-27,300,west,no,6,8
ORD-1179,2026-03-19,300,export,no,11,10
ORD-1180,2026-01-29,50,east,no,5,6
ORD-1181,2026-06-30,300,east,no,6,7
ORD-1182,2026-03-08,50,south,yes,3,1
ORD-1183,2026-01-07,100,export,no,10,8
ORD-1184,2026-04-21,150,east,no,5,7
ORD-1185,2026-03-06,800,east,no,9,9
ORD-1186,2026-05-24,50,north,no,5,5
ORD-1187,2026-01-08,50,south,yes,3,1
ORD-1188,2026-07-01,500,west,no,7,7
ORD-1189,2026-01-27,500,export,no,12,12
ORD-1190,2026-05-17,100,west,no,5,6
ORD-1191,2026-05-12,500,export,no,12,11
ORD-1192,2026-03-05,300,west,no,6,7
ORD-1193,2026-02-28,100,export,no,10,9
ORD-1194,2026-05-15,800,east,no,9,10
ORD-1195,2026-04-12,200,west,no,6,6
ORD-1196,2026-05-30,300,south,no,6,4
ORD-1197,2026-06-07,200,east,no,6,7
ORD-1198,2026-02-07,300,west,no,6,5
ORD-1199,2026-06-16,150,export,no,10,8
ORD-1200,2026-02-09,500,south,yes,5,7
ORD-1201,2026-03-05,500,west,yes,5,6
ORD-1202,2026-01-23,150,north,no,5,5
ORD-1203,2026-06-16,800,east,yes,7,7
ORD-1204,2026-04-11,150,north,no,5,4
ORD-1205,2026-01-11,300,west,no,6,5
ORD-1206,2026-01-26,200,north,yes,4,3
ORD-1207,2026-02-02,800,east,no,9,7
ORD-1208,2026-02-07,150,west,no,5,7
ORD-1209,2026-02-07,300,east,no,6,5
ORD-1210,2026-01-19,300,export,no,11,12
ORD-1211,2026-01-06,800,west,no,9,10
ORD-1212,2026-05-26,300,south,yes,4,3
ORD-1213,2026-05-03,100,east,no,5,6
ORD-1214,2026-01-25,50,north,no,5,4
ORD-1215,2026-04-14,500,east,no,7,7
ORD-1216,2026-02-01,150,west,no,5,6
ORD-1217,2026-03-08,50,north,yes,3,3
ORD-1218,2026-02-25,500,west,yes,5,5
ORD-1219,2026-03-29,800,export,no,13,14
ORD-2000,2026-07-08,300,west,no,6,
ORD-2001,2026-07-06,600,north,no,8,
ORD-2002,2026-07-10,600,export,no,12,
ORD-2003,2026-07-08,800,export,no,13,
ORD-2004,2026-07-08,1000,east,no,10,
ORD-2005,2026-07-10,1000,west,no,10,
ORD-2006,2026-07-09,800,east,no,9,
ORD-2007,2026-07-09,300,south,no,6,
